,filename,part,staff,time_signature,duration,n_note_count
0,african.mscz,part_1,1,4/4,1/4,112
1,After_Hours_1923.mscz,part_1,1,2/2,0,42
2,After_Hours_1923.mscz,part_1,1,2/2,1/8,335
3,After_Hours_1923.mscz,part_1,1,2/2,1/4,142
4,After_Hours_1923.mscz,part_1,1,2/2,3/8,63
5,After_Hours_1923.mscz,part_1,1,2/2,1/2,33
6,After_Hours_1923.mscz,part_1,1,2/2,1,66
7,After_Hours_1923.mscz,part_1,2,2/2,0,212
8,After_Hours_1923.mscz,part_1,2,2/2,1/8,83
9,After_Hours_1923.mscz,part_1,2,2/2,1/4,576
10,After_Hours_1923.mscz,part_1,2,2/2,3/8,6
11,After_Hours_1923.mscz,part_1,2,2/2,1/2,5
12,After_Were_Gone.mscz,part_1,1,4/4,1/12,9
13,After_Were_Gone.mscz,part_1,1,4/4,1/8,79
14,After_Were_Gone.mscz,part_1,1,4/4,1/4,8
15,After_Were_Gone.mscz,part_1,1,4/4,3/8,8
16,After_Were_Gone.mscz,part_1,1,4/4,1/2,14
17,After_Were_Gone.mscz,part_1,2,4/4,1/8,1
18,After_Were_Gone.mscz,part_1,2,4/4,1/4,37
19,After_Were_Gone.mscz,part_1,2,4/4,1/2,26
20,After_Were_Gone.mscz,part_1,2,4/4,3/4,3
21,After_Were_Gone.mscz,part_1,2,4/4,1,3
22,After_Youve_Gone_Concert.mscz,part_1,1,4/4,1/8,69
23,After_Youve_Gone_Concert.mscz,part_1,1,4/4,1/4,9
24,After_Youve_Gone_Concert.mscz,part_1,1,4/4,3/8,4
25,After_Youve_Gone_Concert.mscz,part_1,1,4/4,1/2,10
26,After_Youve_Gone_Concert.mscz,part_1,1,4/4,3/4,1
27,Albert_Ammons_-_Monday_Struggle.mscz,part_1,1,2/2,0,21
28,Albert_Ammons_-_Monday_Struggle.mscz,part_1,1,2/2,1/24,30
29,Albert_Ammons_-_Monday_Struggle.mscz,part_1,1,2/2,1/16,88
30,Albert_Ammons_-_Monday_Struggle.mscz,part_1,1,2/2,1/8,560
31,Albert_Ammons_-_Monday_Struggle.mscz,part_1,1,2/2,3/16,15
32,Albert_Ammons_-_Monday_Struggle.mscz,part_1,1,2/2,1/4,105
33,Albert_Ammons_-_Monday_Struggle.mscz,part_1,1,2/2,3/8,40
34,Albert_Ammons_-_Monday_Struggle.mscz,part_1,1,2/2,1/2,30
35,Albert_Ammons_-_Monday_Struggle.mscz,part_1,1,2/2,3/4,4
36,Albert_Ammons_-_Monday_Struggle.mscz,part_1,1,2/2,1,2
37,Albert_Ammons_-_Monday_Struggle.mscz,part_1,2,2/2,1/8,1148
38,Albert_Ammons_-_Monday_Struggle.mscz,part_1,2,2/2,1/4,8
39,Alexanders_Ragtime_Band (1).mscz,part_1,1,4/4,1/16,41
40,Alexanders_Ragtime_Band (1).mscz,part_1,1,4/4,1/8,36
41,Alexanders_Ragtime_Band (1).mscz,part_1,1,4/4,3/16,40
42,Alexanders_Ragtime_Band (1).mscz,part_1,1,4/4,1/4,62
43,Alexanders_Ragtime_Band (1).mscz,part_1,1,4/4,3/8,6
44,Alexanders_Ragtime_Band (1).mscz,part_1,1,4/4,1/2,24
45,Alexanders_Ragtime_Band (1).mscz,part_1,1,4/4,1,1
46,Alexanders_Ragtime_Band (1).mscz,part_2,2,4/4,1/16,77
47,Alexanders_Ragtime_Band (1).mscz,part_2,2,4/4,3/32,4
48,Alexanders_Ragtime_Band (1).mscz,part_2,2,4/4,1/8,69
49,Alexanders_Ragtime_Band (1).mscz,part_2,2,4/4,3/16,97
50,Alexanders_Ragtime_Band (1).mscz,part_2,2,4/4,1/4,167
51,Alexanders_Ragtime_Band (1).mscz,part_2,2,4/4,3/8,18
52,Alexanders_Ragtime_Band (1).mscz,part_2,2,4/4,1/2,37
53,Alexanders_Ragtime_Band (1).mscz,part_2,3,4/4,1/16,12
54,Alexanders_Ragtime_Band (1).mscz,part_2,3,4/4,1/8,22
55,Alexanders_Ragtime_Band (1).mscz,part_2,3,4/4,3/16,12
56,Alexanders_Ragtime_Band (1).mscz,part_2,3,4/4,1/4,400
57,Alexanders_Ragtime_Band (1).mscz,part_2,3,4/4,1/2,18
58,All_the_Things_You_are__Hammerstein_and_Kern.mscz,part_1,1,4/4,1/8,2
59,All_the_Things_You_are__Hammerstein_and_Kern.mscz,part_1,1,4/4,1/6,6
60,All_the_Things_You_are__Hammerstein_and_Kern.mscz,part_1,1,4/4,1/4,56
61,All_the_Things_You_are__Hammerstein_and_Kern.mscz,part_1,1,4/4,3/8,2
62,All_the_Things_You_are__Hammerstein_and_Kern.mscz,part_1,1,4/4,1/2,10
63,All_the_Things_You_are__Hammerstein_and_Kern.mscz,part_1,1,4/4,3/4,4
64,All_the_Things_You_are__Hammerstein_and_Kern.mscz,part_1,1,4/4,1,12
65,Almost_like_being_in_Love.mscz,part_1,1,4/4,1/8,2
66,Almost_like_being_in_Love.mscz,part_1,1,4/4,1/4,55
67,Almost_like_being_in_Love.mscz,part_1,1,4/4,1/2,19
68,Almost_like_being_in_Love.mscz,part_1,1,4/4,1,5
69,Almost_Like_Being_in_Love__Eb.mscz,part_1,1,4/4,1/8,2
70,Almost_Like_Being_in_Love__Eb.mscz,part_1,1,4/4,1/4,63
71,Almost_Like_Being_in_Love__Eb.mscz,part_1,1,4/4,1/2,33
72,Almost_Like_Being_in_Love__Eb.mscz,part_1,1,4/4,3/4,2
73,Almost_Like_Being_in_Love__Eb.mscz,part_1,1,4/4,1,18
74,Almost_Like_Being_in_Love__Eb.mscz,part_1,2,4/4,1/4,52
75,Almost_Like_Being_in_Love__Eb.mscz,part_1,2,4/4,1/2,30
76,Almost_Like_Being_in_Love__Eb.mscz,part_1,2,4/4,3/4,1
77,Almost_Like_Being_in_Love__Eb.mscz,part_1,2,4/4,1,2
78,Amazing_Grace (1).mscz,part_1,1,3/4,0,6
79,Amazing_Grace (1).mscz,part_1,1,3/4,1/16,12
80,Amazing_Grace (1).mscz,part_1,1,3/4,1/8,25
81,Amazing_Grace (1).mscz,part_1,1,3/4,1/4,74
82,Amazing_Grace (1).mscz,part_1,1,3/4,1/2,33
83,Amazing_Grace (1).mscz,part_1,1,3/4,3/4,1
84,Amazing_Grace (1).mscz,part_1,2,3/4,1/8,8
85,Amazing_Grace (1).mscz,part_1,2,3/4,1/4,62
86,Amazing_Grace (1).mscz,part_1,2,3/4,1/2,4
87,Amazing_Grace (1).mscz,part_1,2,3/4,3/4,2
88,Amazing_Grace.mscz,part_1,1,3/4,1/8,12
89,Amazing_Grace.mscz,part_1,1,3/4,1/4,8
90,Amazing_Grace.mscz,part_1,1,3/4,1/2,14
91,Amazing_Grace.mscz,part_1,1,3/4,3/4,2
92,Amazing_Grace.mscz,part_1,2,3/4,1/8,110
93,Amazing_Grace.mscz,part_1,2,3/4,1/4,3
94,Amazing_Grace.mscz,part_1,2,3/4,1/2,8
95,Amazing_Grace_-_Alan_Broz.mscz,part_1,1,3/4,0,21
96,Amazing_Grace_-_Alan_Broz.mscz,part_1,1,3/4,1/32,2
97,Amazing_Grace_-_Alan_Broz.mscz,part_1,1,3/4,1/16,145
98,Amazing_Grace_-_Alan_Broz.mscz,part_1,1,3/4,1/12,4
99,Amazing_Grace_-_Alan_Broz.mscz,part_1,1,3/4,1/8,344
100,Amazing_Grace_-_Alan_Broz.mscz,part_1,1,3/4,3/16,15
101,Amazing_Grace_-_Alan_Broz.mscz,part_1,1,3/4,1/4,119
102,Amazing_Grace_-_Alan_Broz.mscz,part_1,1,3/4,1/2,5
103,Amazing_Grace_-_Alan_Broz.mscz,part_1,2,3/4,0,1
104,Amazing_Grace_-_Alan_Broz.mscz,part_1,2,3/4,1/16,2
105,Amazing_Grace_-_Alan_Broz.mscz,part_1,2,3/4,1/8,332
106,Amazing_Grace_-_Alan_Broz.mscz,part_1,2,3/4,1/4,81
107,Amazing_Grace_-_Alan_Broz.mscz,part_1,2,3/4,1/2,4
108,Amazing_Grace_Easy_Piano.mscz,part_1,1,3/4,1/8,12
109,Amazing_Grace_Easy_Piano.mscz,part_1,1,3/4,1/4,11
110,Amazing_Grace_Easy_Piano.mscz,part_1,1,3/4,1/2,11
111,Amazing_Grace_Easy_Piano.mscz,part_1,1,3/4,3/4,3
112,Amazing_Grace_Easy_Piano.mscz,part_1,2,3/4,1/8,52
113,Amazing_Grace_Easy_Piano.mscz,part_1,2,3/4,1/4,10
114,Amazing_Grace_Easy_Piano.mscz,part_1,2,3/4,1/2,8
115,Amazing_Grace_Easy_Piano.mscz,part_1,2,3/4,3/4,3
116,Angel_Eyes1.mscz,part_1,1,4/4,1/16,4
117,Angel_Eyes1.mscz,part_1,1,4/4,1/12,6
118,Angel_Eyes1.mscz,part_1,1,4/4,1/8,94
119,Angel_Eyes1.mscz,part_1,1,4/4,1/4,14
120,Angel_Eyes1.mscz,part_1,1,4/4,3/8,3
121,Angel_Eyes1.mscz,part_1,1,4/4,1/2,8
122,Angel_Eyes1.mscz,part_1,1,4/4,3/4,3
123,Angel_Eyes1.mscz,part_1,1,4/4,7/8,2
124,Angel_Eyes1.mscz,part_1,1,4/4,1,6
125,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,1,2/4,1/20,5
126,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,1,2/4,1/4,3
127,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,1,4/4,1/16,34
128,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,1,4/4,1/8,93
129,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,1,4/4,1/6,18
130,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,1,4/4,1/4,62
131,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,1,4/4,3/8,20
132,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,1,4/4,1/2,15
133,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,1,4/4,3/4,5
134,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,1,4/4,1,3
135,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,2,2/4,1/4,1
136,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,2,4/4,1/12,2
137,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,2,4/4,1/8,72
138,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,2,4/4,1/6,2
139,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,2,4/4,1/4,37
140,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,2,4/4,3/8,8
141,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,2,4/4,1/2,32
142,Angel_Eyes__Matt_DennisEarl_Brent.mscz,part_1,2,4/4,3/4,2
143,Anyone_else_noticed_question.mscz,part_1,1,2/4,1/16,229
144,Anyone_else_noticed_question.mscz,part_1,1,2/4,1/8,119
145,Anyone_else_noticed_question.mscz,part_1,1,2/4,3/16,6
146,Anyone_else_noticed_question.mscz,part_1,1,2/4,1/4,12
147,Anyone_else_noticed_question.mscz,part_1,2,2/4,1/16,8
148,Anyone_else_noticed_question.mscz,part_1,2,2/4,1/8,352
149,Anyone_else_noticed_question.mscz,part_1,2,2/4,3/16,8
150,Anyone_else_noticed_question.mscz,part_1,2,2/4,1/4,4
151,Anytime_Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/8,4
152,Anytime_Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/4,55
153,Anytime_Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/2,11
154,Anytime_Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,3/4,5
155,Anytime_Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1,10
156,Around_The_World.mscz,part_1,1,3/4,1/8,33
157,Around_The_World.mscz,part_1,1,3/4,1/4,31
158,Around_The_World.mscz,part_1,1,3/4,1/2,19
159,Around_The_World.mscz,part_1,1,3/4,3/4,2
160,Around_The_World.mscz,part_1,2,3/4,1/4,292
161,Around_The_World.mscz,part_1,2,3/4,3/4,2
162,A_Black_Hand_by_Robert_Hoffman_1908.mscz,part_1,1,2/4,1/16,425
163,A_Black_Hand_by_Robert_Hoffman_1908.mscz,part_1,1,2/4,1/8,313
164,A_Black_Hand_by_Robert_Hoffman_1908.mscz,part_1,1,2/4,1/4,37
165,A_Black_Hand_by_Robert_Hoffman_1908.mscz,part_1,1,2/4,1/2,6
166,A_Black_Hand_by_Robert_Hoffman_1908.mscz,part_2,2,2/4,1/16,24
167,A_Black_Hand_by_Robert_Hoffman_1908.mscz,part_2,2,2/4,1/8,674
168,A_Black_Hand_by_Robert_Hoffman_1908.mscz,part_2,2,2/4,1/4,5
169,A_Black_Hand_by_Robert_Hoffman_1908.mscz,part_2,2,2/4,3/8,4
170,A_breeze_from_alabama.mscz,part_1,1,2/4,0,6
171,A_breeze_from_alabama.mscz,part_1,1,2/4,1/16,330
172,A_breeze_from_alabama.mscz,part_1,1,2/4,1/8,134
173,A_breeze_from_alabama.mscz,part_1,1,2/4,3/16,22
174,A_breeze_from_alabama.mscz,part_1,1,2/4,1/4,17
175,A_breeze_from_alabama.mscz,part_1,1,2/4,3/8,3
176,baby_i_dont_know_oh_oh_intro.mscz,part_1,1,4/4,1/16,4
177,baby_i_dont_know_oh_oh_intro.mscz,part_1,1,4/4,1/8,33
178,baby_i_dont_know_oh_oh_intro.mscz,part_1,1,4/4,3/16,2
179,baby_i_dont_know_oh_oh_intro.mscz,part_1,1,4/4,1/4,12
180,baby_i_dont_know_oh_oh_intro.mscz,part_1,1,4/4,3/8,1
181,baby_i_dont_know_oh_oh_intro.mscz,part_1,1,4/4,1/2,16
182,baby_i_dont_know_oh_oh_intro.mscz,part_1,2,4/4,1/8,13
183,baby_i_dont_know_oh_oh_intro.mscz,part_1,2,4/4,1/4,4
184,baby_i_dont_know_oh_oh_intro.mscz,part_1,2,4/4,1/2,8
185,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,2/4,1/16,1
186,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,4/4,0,22
187,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,4/4,1/64,2
188,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,4/4,1/32,33
189,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,4/4,1/16,149
190,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,4/4,3/32,16
191,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,4/4,1/8,71
192,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,4/4,3/16,2
193,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,4/4,1/4,51
194,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,4/4,1/2,7
195,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,4/4,3/4,1
196,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,5/4,0,6
197,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,5/4,1/32,35
198,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,5/4,1/16,146
199,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,5/4,3/32,32
200,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,1,5/4,1/8,27
201,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,2,4/4,1/16,56
202,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,2,4/4,1/8,168
203,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,2,4/4,1/4,171
204,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,2,4/4,3/8,12
205,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,2,4/4,1/2,2
206,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,2,5/4,1/8,40
207,Baby_I_Dont_Know_Oh_Oh__VulfpeckSolo_Piano.mscz,part_1,2,5/4,1/4,100
208,Bach_Up_To_Me__Fats_Waller.mscz,part_1,1,2/2,0,18
209,Bach_Up_To_Me__Fats_Waller.mscz,part_1,1,2/2,1/16,159
210,Bach_Up_To_Me__Fats_Waller.mscz,part_1,1,2/2,1/12,15
211,Bach_Up_To_Me__Fats_Waller.mscz,part_1,1,2/2,1/8,555
212,Bach_Up_To_Me__Fats_Waller.mscz,part_1,1,2/2,1/4,302
213,Bach_Up_To_Me__Fats_Waller.mscz,part_1,1,2/2,3/8,38
214,Bach_Up_To_Me__Fats_Waller.mscz,part_1,1,2/2,1/2,63
215,Bach_Up_To_Me__Fats_Waller.mscz,part_1,1,2/2,1,3
216,Bach_Up_To_Me__Fats_Waller.mscz,part_1,2,2/2,0,3
217,Bach_Up_To_Me__Fats_Waller.mscz,part_1,2,2/2,1/16,6
218,Bach_Up_To_Me__Fats_Waller.mscz,part_1,2,2/2,1/8,19
219,Bach_Up_To_Me__Fats_Waller.mscz,part_1,2,2/2,1/4,706
220,Bach_Up_To_Me__Fats_Waller.mscz,part_1,2,2/2,3/8,1
221,Bach_Up_To_Me__Fats_Waller.mscz,part_1,2,2/2,1/2,127
222,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_1,1,2/4,0,7
223,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_1,1,2/4,1/16,432
224,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_1,1,2/4,1/12,6
225,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_1,1,2/4,1/8,651
226,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_1,1,2/4,3/16,64
227,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_1,1,2/4,1/4,173
228,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_1,1,2/4,1/2,7
229,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_2,2,2/4,0,6
230,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_2,2,2/4,1/16,54
231,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_2,2,2/4,1/12,6
232,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_2,2,2/4,1/8,1013
233,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_2,2,2/4,3/16,30
234,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_2,2,2/4,1/4,50
235,Ben_Hur_Chariot_Race_March_by_E.T._Paull_1894.mscz,part_2,2,2/4,1/2,30
236,Bethena_-_Scott_Joplin.mscz,part_1,1,3/4,1/8,297
237,Bethena_-_Scott_Joplin.mscz,part_1,1,3/4,1/4,309
238,Bethena_-_Scott_Joplin.mscz,part_1,1,3/4,3/8,6
239,Bethena_-_Scott_Joplin.mscz,part_1,1,3/4,1/2,47
240,Bethena_-_Scott_Joplin.mscz,part_1,1,3/4,3/4,100
241,Bethena_-_Scott_Joplin.mscz,part_1,2,3/4,0,1
242,Bethena_-_Scott_Joplin.mscz,part_1,2,3/4,1/8,32
243,Bethena_-_Scott_Joplin.mscz,part_1,2,3/4,1/4,595
244,Bethena_-_Scott_Joplin.mscz,part_1,2,3/4,1/2,45
245,Bethena_-_Scott_Joplin.mscz,part_1,2,3/4,3/4,42
246,Big_Bad_Bill_Is_Sweet_William_Now__Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/8,79
247,Big_Bad_Bill_Is_Sweet_William_Now__Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/6,13
248,Big_Bad_Bill_Is_Sweet_William_Now__Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/4,78
249,Big_Bad_Bill_Is_Sweet_William_Now__Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,3/8,6
250,Big_Bad_Bill_Is_Sweet_William_Now__Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/2,9
251,Big_Bad_Bill_Is_Sweet_William_Now__Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,3/4,4
252,Big_Bad_Bill_Is_Sweet_William_Now__Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1,2
253,Black_and_White_Rag_-_arr._Winifred_Atwell.mscz,part_1,1,2/4,0,12
254,Black_and_White_Rag_-_arr._Winifred_Atwell.mscz,part_1,1,2/4,1/24,12
255,Black_and_White_Rag_-_arr._Winifred_Atwell.mscz,part_1,1,2/4,1/16,1209
256,Black_and_White_Rag_-_arr._Winifred_Atwell.mscz,part_1,1,2/4,1/8,193
257,Black_and_White_Rag_-_arr._Winifred_Atwell.mscz,part_1,1,2/4,1/4,37
258,Black_and_White_Rag_-_arr._Winifred_Atwell.mscz,part_1,2,2/4,0,12
259,Black_and_White_Rag_-_arr._Winifred_Atwell.mscz,part_1,2,2/4,1/16,262
260,Black_and_White_Rag_-_arr._Winifred_Atwell.mscz,part_1,2,2/4,1/8,790
261,Black_and_White_Rag_-_arr._Winifred_Atwell.mscz,part_1,2,2/4,1/4,23
262,Black_and_White_Rag_-_arr._Winifred_Atwell.mscz,part_1,2,2/4,1/2,16
263,Black_and_White_Rag_-_George_Botsford.mscz,part_1,1,2/4,0,3
264,Black_and_White_Rag_-_George_Botsford.mscz,part_1,1,2/4,1/16,553
265,Black_and_White_Rag_-_George_Botsford.mscz,part_1,1,2/4,1/8,121
266,Black_and_White_Rag_-_George_Botsford.mscz,part_1,1,2/4,1/4,27
267,Black_and_White_Rag_-_George_Botsford.mscz,part_1,1,2/4,3/8,3
268,Black_and_White_Rag_-_George_Botsford.mscz,part_1,2,2/4,0,3
269,Black_and_White_Rag_-_George_Botsford.mscz,part_1,2,2/4,1/16,28
270,Black_and_White_Rag_-_George_Botsford.mscz,part_1,2,2/4,1/8,536
271,Black_and_White_Rag_-_George_Botsford.mscz,part_1,2,2/4,1/4,13
272,Black_and_White_Rag__George_Botsford (1).mscz,part_1,1,2/4,0,3
273,Black_and_White_Rag__George_Botsford (1).mscz,part_1,1,2/4,1/16,433
274,Black_and_White_Rag__George_Botsford (1).mscz,part_1,1,2/4,1/8,169
275,Black_and_White_Rag__George_Botsford (1).mscz,part_1,1,2/4,1/4,39
276,Black_and_White_Rag__George_Botsford (1).mscz,part_1,1,2/4,1/2,3
277,Black_and_White_Rag__George_Botsford (1).mscz,part_1,2,2/4,0,3
278,Black_and_White_Rag__George_Botsford (1).mscz,part_1,2,2/4,1/16,22
279,Black_and_White_Rag__George_Botsford (1).mscz,part_1,2,2/4,1/8,529
280,Black_and_White_Rag__George_Botsford (1).mscz,part_1,2,2/4,1/4,23
281,Black_and_White_Rag__George_Botsford.mscz,part_1,1,2/4,0,12
282,Black_and_White_Rag__George_Botsford.mscz,part_1,1,2/4,1/16,1066
283,Black_and_White_Rag__George_Botsford.mscz,part_1,1,2/4,1/8,357
284,Black_and_White_Rag__George_Botsford.mscz,part_1,1,2/4,3/16,4
285,Black_and_White_Rag__George_Botsford.mscz,part_1,1,2/4,1/4,11
286,Black_and_White_Rag__George_Botsford.mscz,part_1,1,2/4,1/2,15
287,Black_and_White_Rag__George_Botsford.mscz,part_2,2,2/4,0,12
288,Black_and_White_Rag__George_Botsford.mscz,part_2,2,2/4,1/16,206
289,Black_and_White_Rag__George_Botsford.mscz,part_2,2,2/4,1/8,892
290,Black_and_White_Rag__George_Botsford.mscz,part_2,2,2/4,3/16,17
291,Black_and_White_Rag__George_Botsford.mscz,part_2,2,2/4,1/4,17
292,Black_and_White_Rag__George_Botsford.mscz,part_2,2,2/4,1/2,18
293,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_1,1,2/4,0,28
294,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_1,1,2/4,1/16,509
295,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_1,1,2/4,1/8,178
296,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_1,1,2/4,3/16,10
297,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_1,1,2/4,1/4,77
298,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_2,2,2/4,0,9
299,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_2,2,2/4,1/16,12
300,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_2,2,2/4,1/8,584
301,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_2,2,2/4,1/4,35
302,Blue_-_Boogie_etude.mscz,part_1,1,4/4,0,13
303,Blue_-_Boogie_etude.mscz,part_1,1,4/4,1/12,18
304,Blue_-_Boogie_etude.mscz,part_1,1,4/4,1/8,237
305,Blue_-_Boogie_etude.mscz,part_1,1,4/4,1/4,53
306,Blue_-_Boogie_etude.mscz,part_1,1,4/4,1/2,4
307,Blue_-_Boogie_etude.mscz,part_1,1,4/4,3/4,28
308,Blue_-_Boogie_etude.mscz,part_1,1,4/4,1,3
309,Blue_-_Boogie_etude.mscz,part_1,2,4/4,1/8,302
310,Blue_-_Boogie_etude.mscz,part_1,2,4/4,1/4,22
311,Blue_-_Boogie_etude.mscz,part_1,2,4/4,3/4,3
312,Blue_in_green_piano_rif.mscz,part_1,1,4/4,1/24,3
313,Blue_in_green_piano_rif.mscz,part_1,1,4/4,1/8,17
314,Blue_in_green_piano_rif.mscz,part_1,1,4/4,1/4,59
315,Blue_in_green_piano_rif.mscz,part_1,1,4/4,3/8,13
316,Blue_in_green_piano_rif.mscz,part_1,1,4/4,1/2,7
317,Blue_in_green_piano_rif.mscz,part_1,1,4/4,3/4,4
318,Blue_in_green_piano_rif.mscz,part_1,2,4/4,1/12,3
319,Blue_in_green_piano_rif.mscz,part_1,2,4/4,1/8,33
320,Blue_in_green_piano_rif.mscz,part_1,2,4/4,1/4,15
321,Blue_in_green_piano_rif.mscz,part_1,2,4/4,3/8,3
322,Blue_in_green_piano_rif.mscz,part_1,2,4/4,1/2,19
323,Blue_Lampshade_for_fun.mscz,part_1,1,10/4,1/24,3
324,Blue_Lampshade_for_fun.mscz,part_1,1,10/4,1/16,20
325,Blue_Lampshade_for_fun.mscz,part_1,1,10/4,1/8,10
326,Blue_Lampshade_for_fun.mscz,part_1,1,10/4,1/4,6
327,Blue_Lampshade_for_fun.mscz,part_1,1,11/4,1/16,25
328,Blue_Lampshade_for_fun.mscz,part_1,1,11/4,1/8,4
329,Blue_Lampshade_for_fun.mscz,part_1,1,11/4,1/4,5
330,Blue_Lampshade_for_fun.mscz,part_1,1,11/4,1/2,1
331,Blue_Lampshade_for_fun.mscz,part_1,1,4/4,0,69
332,Blue_Lampshade_for_fun.mscz,part_1,1,4/4,1/40,5
333,Blue_Lampshade_for_fun.mscz,part_1,1,4/4,1/32,10
334,Blue_Lampshade_for_fun.mscz,part_1,1,4/4,1/24,6
335,Blue_Lampshade_for_fun.mscz,part_1,1,4/4,1/16,15
336,Blue_Lampshade_for_fun.mscz,part_1,1,4/4,1/12,44
337,Blue_Lampshade_for_fun.mscz,part_1,1,4/4,1/8,2055
338,Blue_Lampshade_for_fun.mscz,part_1,1,4/4,1/6,23
339,Blue_Lampshade_for_fun.mscz,part_1,1,4/4,1/4,732
