,filename,part,staff,time_signature,duration,n_note_count
3091,Somewhere_Over_The_Rainbow.mscz,part_1,1,4/4,1/8,6
3092,Somewhere_Over_The_Rainbow.mscz,part_1,1,4/4,1/4,9
3093,Somewhere_Over_The_Rainbow.mscz,part_1,1,4/4,1/2,6
3094,Somewhere_Over_The_Rainbow.mscz,part_1,1,4/4,1,2
3095,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,1/32,8
3096,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,1/24,29
3097,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,1/20,13
3098,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,1/16,7
3099,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,1/12,110
3100,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,1/8,65
3101,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,1/6,45
3102,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,1/4,170
3103,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,3/8,1
3104,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,1/2,129
3105,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,3/4,9
3106,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,1,2/2,1,4
3107,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,2,2/2,0,1
3108,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,2,2/2,1/16,8
3109,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,2,2/2,1/12,7
3110,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,2,2/2,1/8,95
3111,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,2,2/2,1/4,417
3112,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,2,2/2,1/2,60
3113,Somewhere_Over_The_Rainbow__Judy_Garland.mscz,part_1,2,2/2,1,1
3114,Some_Day_My_Prince_Will_Come.mscz,part_1,1,3/4,1/16,11
3115,Some_Day_My_Prince_Will_Come.mscz,part_1,1,3/4,1/8,3
3116,Some_Day_My_Prince_Will_Come.mscz,part_1,1,3/4,1/4,78
3117,Some_Day_My_Prince_Will_Come.mscz,part_1,1,3/4,3/8,1
3118,Some_Day_My_Prince_Will_Come.mscz,part_1,1,3/4,1/2,29
3119,Some_Day_My_Prince_Will_Come.mscz,part_1,1,3/4,3/4,37
3120,Some_Day_My_Prince_Will_Come.mscz,part_1,2,3/4,1/4,77
3121,Some_Day_My_Prince_Will_Come.mscz,part_1,2,3/4,1/2,8
3122,Some_Day_My_Prince_Will_Come.mscz,part_1,2,3/4,3/4,17
3123,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,1,3/4,1/20,30
3124,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,1,3/4,1/16,8
3125,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,1,3/4,1/12,21
3126,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,1,3/4,1/8,76
3127,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,1,3/4,1/4,125
3128,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,1,3/4,3/8,5
3129,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,1,3/4,1/2,81
3130,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,1,3/4,3/4,72
3131,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,2,3/4,1/12,6
3132,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,2,3/4,1/8,15
3133,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,2,3/4,1/4,208
3134,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,2,3/4,1/2,51
3135,Some_Day_My_Prince_Will_Come__Frank_Churchill__Solo_Piano_.mscz,part_1,2,3/4,3/4,57
3136,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_1,1,2/4,0,69
3137,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_1,1,2/4,1/32,54
3138,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_1,1,2/4,1/24,21
3139,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_1,1,2/4,1/16,259
3140,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_1,1,2/4,3/32,83
3141,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_1,1,2/4,1/8,339
3142,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_1,1,2/4,3/16,20
3143,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_1,1,2/4,1/4,55
3144,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_1,1,2/4,1/2,39
3145,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_2,2,2/4,0,22
3146,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_2,2,2/4,1/24,3
3147,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_2,2,2/4,1/16,17
3148,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_2,2,2/4,3/32,1
3149,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_2,2,2/4,1/8,658
3150,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_2,2,2/4,3/16,6
3151,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_2,2,2/4,1/4,41
3152,Spring_Time_Rag_by_Paul_Pratt_1916.mscz,part_2,2,2/4,3/8,4
3153,St._Louis_Blues_lead_sheet_and_lyrics.mscz,part_1,1,4/4,1/8,135
3154,St._Louis_Blues_lead_sheet_and_lyrics.mscz,part_1,1,4/4,1/4,12
3155,St._Louis_Blues_lead_sheet_and_lyrics.mscz,part_1,1,4/4,3/8,13
3156,St._Louis_Blues_lead_sheet_and_lyrics.mscz,part_1,1,4/4,1/2,19
3157,St._Louis_Blues_lead_sheet_and_lyrics.mscz,part_1,1,4/4,3/4,9
3158,St._Louis_Blues_lead_sheet_and_lyrics.mscz,part_1,1,4/4,1,14
3159,Strange_Meadowlark__The_Dave_Brubeck_Quartet_solo_alto_saxophone.mscz,part_1,1,4/4,0,4
3160,Strange_Meadowlark__The_Dave_Brubeck_Quartet_solo_alto_saxophone.mscz,part_1,1,4/4,1/24,1
3161,Strange_Meadowlark__The_Dave_Brubeck_Quartet_solo_alto_saxophone.mscz,part_1,1,4/4,1/16,13
3162,Strange_Meadowlark__The_Dave_Brubeck_Quartet_solo_alto_saxophone.mscz,part_1,1,4/4,1/12,82
3163,Strange_Meadowlark__The_Dave_Brubeck_Quartet_solo_alto_saxophone.mscz,part_1,1,4/4,1/8,167
3164,Strange_Meadowlark__The_Dave_Brubeck_Quartet_solo_alto_saxophone.mscz,part_1,1,4/4,1/4,16
3165,Strange_Meadowlark__The_Dave_Brubeck_Quartet_solo_alto_saxophone.mscz,part_1,1,4/4,3/8,7
3166,Strange_Meadowlark__The_Dave_Brubeck_Quartet_solo_alto_saxophone.mscz,part_1,1,4/4,1/2,26
3167,Strange_Meadowlark__The_Dave_Brubeck_Quartet_solo_alto_saxophone.mscz,part_1,1,4/4,3/4,2
3168,Sunflower_Slow_Drag__Scott_Joplin.mscz,part_1,1,2/4,1/16,674
3169,Sunflower_Slow_Drag__Scott_Joplin.mscz,part_1,1,2/4,1/8,251
3170,Sunflower_Slow_Drag__Scott_Joplin.mscz,part_1,1,2/4,1/4,22
3171,Sunflower_Slow_Drag__Scott_Joplin.mscz,part_1,1,2/4,3/8,2
3172,Sunflower_Slow_Drag__Scott_Joplin.mscz,part_1,1,2/4,1/2,15
3173,Sunflower_Slow_Drag__Scott_Joplin.mscz,part_1,2,2/4,1/16,68
3174,Sunflower_Slow_Drag__Scott_Joplin.mscz,part_1,2,2/4,1/8,683
3175,Sunflower_Slow_Drag__Scott_Joplin.mscz,part_1,2,2/4,1/4,24
3176,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,11/8,1/16,14
3177,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,11/8,1/4,5
3178,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/2,0,10
3179,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/2,1/24,15
3180,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/2,1/16,62
3181,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/2,1/12,91
3182,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/2,1/8,1113
3183,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/2,1/6,204
3184,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/2,1/4,183
3185,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/2,3/8,111
3186,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/2,1/2,32
3187,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/2,1,11
3188,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/4,0,14
3189,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/4,1/32,4
3190,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/4,1/24,39
3191,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/4,1/16,233
3192,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/4,1/8,428
3193,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/4,1/6,37
3194,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/4,3/16,67
3195,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/4,1/4,93
3196,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/4,3/8,3
3197,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,2/4,1/2,10
3198,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,4/4,1/6,12
3199,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,4/4,1/4,16
3200,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,4/4,1/2,8
3201,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,6/4,1/8,1
3202,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,6/4,1/6,16
3203,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,6/4,1/4,3
3204,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,7/4,1/4,1
3205,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,7/4,1/2,1
3206,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,1,7/4,1,2
3207,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,11/8,1/16,14
3208,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,11/8,1/4,3
3209,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/2,1/16,4
3210,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/2,1/12,48
3211,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/2,1/8,776
3212,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/2,1/6,11
3213,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/2,1/4,460
3214,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/2,3/8,25
3215,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/2,1/2,3
3216,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/2,1,4
3217,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/4,1/16,43
3218,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/4,1/8,882
3219,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/4,3/16,4
3220,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/4,1/4,4
3221,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,2/4,1/2,3
3222,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,4/4,1/6,9
3223,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,4/4,1/4,18
3224,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,6/4,1/4,1
3225,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,6/4,1/3,1
3226,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,6/4,1/2,3
3227,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,7/4,1/4,1
3228,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,7/4,1/2,2
3229,Super_Mario_World_Ending_Theme_as_played_by_Tom_Brier.mscz,part_1,2,7/4,1,2
3230,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,0,10
3231,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,1/32,8
3232,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,1/24,3
3233,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,1/16,45
3234,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,1/12,44
3235,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,1/8,564
3236,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,1/6,2
3237,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,3/16,1
3238,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,1/4,256
3239,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,3/8,19
3240,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,1/2,41
3241,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,1,4/4,3/4,59
3242,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,2,4/4,1/8,711
3243,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,2,4/4,1/4,14
3244,SWANEE_RIVER_BOOGIE_WOOGIE_-_ALBERT_AMMONS.mscz,part_1,2,4/4,3/8,1
3245,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,0,9
3246,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/48,7
3247,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/40,10
3248,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/36,27
3249,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/32,50
3250,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/28,7
3251,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/24,29
3252,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/20,5
3253,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/16,69
3254,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/12,75
3255,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/8,171
3256,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/6,7
3257,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,3/16,6
3258,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/4,54
3259,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,3/8,5
3260,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,1,4/4,1/2,3
3261,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,2,4/4,1/8,142
3262,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,2,4/4,1/4,149
3263,Sweet_Jazz_Music_-_Jelly_Roll_Morton___Library_of_Congress.mscz,part_1,2,4/4,1/2,1
3264,Swipesy_Cake_Walk_-_Scott_Joplin.mscz,part_1,1,2/4,0,2
3265,Swipesy_Cake_Walk_-_Scott_Joplin.mscz,part_1,1,2/4,1/16,375
3266,Swipesy_Cake_Walk_-_Scott_Joplin.mscz,part_1,1,2/4,1/8,241
3267,Swipesy_Cake_Walk_-_Scott_Joplin.mscz,part_1,1,2/4,3/16,17
3268,Swipesy_Cake_Walk_-_Scott_Joplin.mscz,part_1,1,2/4,1/4,28
3269,Swipesy_Cake_Walk_-_Scott_Joplin.mscz,part_1,1,2/4,7/16,4
3270,Swipesy_Cake_Walk_-_Scott_Joplin.mscz,part_1,1,2/4,1/2,2
3271,Swipesy_Cake_Walk_-_Scott_Joplin.mscz,part_1,2,2/4,1/16,24
3272,Swipesy_Cake_Walk_-_Scott_Joplin.mscz,part_1,2,2/4,1/8,741
3273,take_the_a_train.mscz,part_1,1,4/4,1/8,48
3274,take_the_a_train.mscz,part_1,1,4/4,1/4,11
3275,take_the_a_train.mscz,part_1,1,4/4,3/8,6
3276,take_the_a_train.mscz,part_1,1,4/4,1/2,3
3277,take_the_a_train.mscz,part_1,1,4/4,3/4,10
3278,take_the_a_train.mscz,part_1,1,4/4,1,12
3279,Tea_for_Two.mscz,part_1,1,4/4,1/16,8
3280,Tea_for_Two.mscz,part_1,1,4/4,1/8,120
3281,Tea_for_Two.mscz,part_1,1,4/4,1/4,109
3282,Tea_for_Two.mscz,part_1,1,4/4,1,5
3283,Tea_for_Two.mscz,part_1,2,4/4,1/8,26
3284,Tea_for_Two.mscz,part_1,2,4/4,1/4,69
3285,Tea_for_Two.mscz,part_1,2,4/4,1/2,23
3286,Tea_for_Two.mscz,part_1,2,4/4,3/4,2
3287,Temptation_Rag_by_Henry_Lodge_1909.mscz,part_1,1,2/4,0,32
3288,Temptation_Rag_by_Henry_Lodge_1909.mscz,part_1,1,2/4,1/16,622
3289,Temptation_Rag_by_Henry_Lodge_1909.mscz,part_1,1,2/4,1/8,179
3290,Temptation_Rag_by_Henry_Lodge_1909.mscz,part_1,1,2/4,1/4,50
3291,Temptation_Rag_by_Henry_Lodge_1909.mscz,part_1,1,2/4,3/8,4
3292,Temptation_Rag_by_Henry_Lodge_1909.mscz,part_2,2,2/4,0,2
3293,Temptation_Rag_by_Henry_Lodge_1909.mscz,part_2,2,2/4,1/16,45
3294,Temptation_Rag_by_Henry_Lodge_1909.mscz,part_2,2,2/4,1/8,720
3295,Temptation_Rag_by_Henry_Lodge_1909.mscz,part_2,2,2/4,1/4,53
3296,Temptation_Rag_by_Henry_Lodge_1909.mscz,part_2,2,2/4,1/2,1
3297,Temptation_Rag___Simplified (1).mscz,part_1,1,2/4,0,5
3298,Temptation_Rag___Simplified (1).mscz,part_1,1,2/4,1/16,60
3299,Temptation_Rag___Simplified (1).mscz,part_1,1,2/4,1/4,1
3300,Temptation_Rag___Simplified (1).mscz,part_1,2,2/4,1/16,16
3301,Temptation_Rag___Simplified (1).mscz,part_1,2,2/4,1/8,64
3302,Temptation_Rag___Simplified.mscz,part_1,1,2/4,0,5
3303,Temptation_Rag___Simplified.mscz,part_1,1,2/4,1/16,60
3304,Temptation_Rag___Simplified.mscz,part_1,1,2/4,1/4,1
3305,Temptation_Rag___Simplified.mscz,part_1,2,2/4,1/16,16
3306,Temptation_Rag___Simplified.mscz,part_1,2,2/4,1/8,64
3307,That_Enticing_Two_Step_by_Blanche_M._Tice_1914.mscz,part_1,1,2/4,1/16,241
3308,That_Enticing_Two_Step_by_Blanche_M._Tice_1914.mscz,part_1,1,2/4,1/8,355
3309,That_Enticing_Two_Step_by_Blanche_M._Tice_1914.mscz,part_1,1,2/4,3/16,10
3310,That_Enticing_Two_Step_by_Blanche_M._Tice_1914.mscz,part_1,1,2/4,1/4,230
3311,That_Enticing_Two_Step_by_Blanche_M._Tice_1914.mscz,part_1,1,2/4,1/2,70
3312,That_Enticing_Two_Step_by_Blanche_M._Tice_1914.mscz,part_1,2,2/4,1/16,4
3313,That_Enticing_Two_Step_by_Blanche_M._Tice_1914.mscz,part_1,2,2/4,1/8,777
3314,That_Enticing_Two_Step_by_Blanche_M._Tice_1914.mscz,part_1,2,2/4,1/4,64
3315,That_Enticing_Two_Step_by_Blanche_M._Tice_1914.mscz,part_1,2,2/4,3/8,3
3316,That_Enticing_Two_Step_by_Blanche_M._Tice_1914.mscz,part_1,2,2/4,1/2,2
3317,That_Fascinating_Rag_by_Walter_Rolfe_1911.mscz,part_1,1,2/4,1/16,836
3318,That_Fascinating_Rag_by_Walter_Rolfe_1911.mscz,part_1,1,2/4,1/8,252
3319,That_Fascinating_Rag_by_Walter_Rolfe_1911.mscz,part_1,1,2/4,1/4,6
3320,That_Fascinating_Rag_by_Walter_Rolfe_1911.mscz,part_1,2,2/4,1/16,129
3321,That_Fascinating_Rag_by_Walter_Rolfe_1911.mscz,part_1,2,2/4,1/8,537
3322,That_Fascinating_Rag_by_Walter_Rolfe_1911.mscz,part_1,2,2/4,3/16,22
3323,That_Poker_Rag.mscz,part_1,1,2/4,1/16,479
3324,That_Poker_Rag.mscz,part_1,1,2/4,1/8,204
3325,That_Poker_Rag.mscz,part_1,1,2/4,1/4,78
3326,That_Poker_Rag.mscz,part_1,1,2/4,3/8,10
3327,That_Poker_Rag.mscz,part_1,2,2/4,1/16,109
3328,That_Poker_Rag.mscz,part_1,2,2/4,1/8,527
3329,That_Poker_Rag.mscz,part_1,2,2/4,1/4,13
3330,That_Potatoe_Bug_Rag_by_Axel_Christensen_1916.mscz,part_1,1,2/4,1/24,3
3331,That_Potatoe_Bug_Rag_by_Axel_Christensen_1916.mscz,part_1,1,2/4,1/16,370
3332,That_Potatoe_Bug_Rag_by_Axel_Christensen_1916.mscz,part_1,1,2/4,1/8,285
3333,That_Potatoe_Bug_Rag_by_Axel_Christensen_1916.mscz,part_1,1,2/4,3/16,18
3334,That_Potatoe_Bug_Rag_by_Axel_Christensen_1916.mscz,part_1,1,2/4,1/4,2
3335,That_Potatoe_Bug_Rag_by_Axel_Christensen_1916.mscz,part_1,1,2/4,3/8,29
3336,That_Potatoe_Bug_Rag_by_Axel_Christensen_1916.mscz,part_2,2,2/4,1/8,506
3337,There_Is_No_Greater_Love.mscz,part_1,1,4/4,1/24,5
3338,There_Is_No_Greater_Love.mscz,part_1,1,4/4,1/12,50
3339,There_Is_No_Greater_Love.mscz,part_1,1,4/4,1/8,87
3340,There_Is_No_Greater_Love.mscz,part_1,1,4/4,1/4,193
3341,The_Black_Diamond_by_Grace_M._Bolen_1899.mscz,part_1,1,2/4,0,2
3342,The_Black_Diamond_by_Grace_M._Bolen_1899.mscz,part_1,1,2/4,1/16,200
3343,The_Black_Diamond_by_Grace_M._Bolen_1899.mscz,part_1,1,2/4,1/8,281
3344,The_Black_Diamond_by_Grace_M._Bolen_1899.mscz,part_1,1,2/4,3/16,25
3345,The_Black_Diamond_by_Grace_M._Bolen_1899.mscz,part_1,1,2/4,1/4,57
3346,The_Black_Diamond_by_Grace_M._Bolen_1899.mscz,part_1,1,2/4,1/2,12
3347,The_Black_Diamond_by_Grace_M._Bolen_1899.mscz,part_1,2,2/4,1/16,16
3348,The_Black_Diamond_by_Grace_M._Bolen_1899.mscz,part_1,2,2/4,1/8,475
3349,The_Black_Diamond_by_Grace_M._Bolen_1899.mscz,part_1,2,2/4,3/16,11
3350,The_Black_Diamond_by_Grace_M._Bolen_1899.mscz,part_1,2,2/4,1/4,10
3351,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,0,2
3352,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,1/16,543
3353,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,1/8,595
3354,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,3/16,7
3355,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,1/4,142
3356,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,3/8,34
3357,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,1/2,31
3358,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,2,2/4,0,13
3359,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,2,2/4,1/16,74
3360,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,2,2/4,1/8,1233
3361,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,2,2/4,1/4,59
3362,The_Cake_Walk_at_Boomblesteins_Ball_as_performed_by_Tom_Brier.mscz,part_1,2,2/4,3/8,16
3363,The_Cascades_-_A_Scott_Joplin_Rag.mscz,part_1,1,2/4,1/16,447
3364,The_Cascades_-_A_Scott_Joplin_Rag.mscz,part_1,1,2/4,1/8,219
3365,The_Cascades_-_A_Scott_Joplin_Rag.mscz,part_1,1,2/4,3/16,3
3366,The_Cascades_-_A_Scott_Joplin_Rag.mscz,part_1,1,2/4,1/4,62
3367,The_Cascades_-_A_Scott_Joplin_Rag.mscz,part_1,2,2/4,1/16,96
3368,The_Cascades_-_A_Scott_Joplin_Rag.mscz,part_1,2,2/4,1/8,480
