,staff01_note01,staff01_note02,staff01_note03,staff01_note04,staff01_note05,staff02_note01,staff02_note02,staff02_note03,staff02_note04,staff02_note05
5710,63,75,0,0,0,51,0,0,0,0
5711,63,75,0,0,0,47,51,0,0,0
5712,64,76,0,0,0,52,55,0,0,0
5713,0,0,0,0,0,52,59,0,0,0
5714,0,0,0,0,0,51,59,0,0,0
5715,0,0,0,0,0,51,52,0,0,0
5716,0,0,0,0,0,43,51,0,0,0
5717,0,0,0,0,0,36,52,0,0,0
5718,59,71,0,0,0,35,47,0,0,0
5719,57,60,64,69,0,33,45,0,0,0
5720,71,83,0,0,0,28,35,40,0,0
5721,68,80,0,0,0,56,0,0,0,0
5722,64,76,0,0,0,28,40,0,0,0
5723,63,75,0,0,0,39,0,0,0,0
5724,60,72,0,0,0,48,0,0,0,0
5725,64,76,0,0,0,52,59,0,0,0
5726,65,67,0,0,0,43,55,0,0,0
5727,62,67,71,74,0,31,43,0,0,0
5728,64,65,0,0,0,41,53,0,0,0
5729,60,65,69,72,0,33,45,0,0,0
5730,62,64,0,0,0,40,52,0,0,0
5731,59,64,67,71,0,40,0,0,0,0
5732,59,71,0,0,0,47,0,0,0,0
5733,63,75,0,0,0,45,0,0,0,0
5734,57,60,64,69,0,48,0,0,0,0
5735,62,67,71,74,0,50,0,0,0,0
5736,64,72,0,0,0,58,60,0,0,0
5737,65,72,0,0,0,57,60,0,0,0
5738,64,67,72,0,0,55,58,60,0,0
5739,65,67,69,0,0,53,0,0,0,0
5740,77,0,0,0,0,60,0,0,0,0
5741,76,0,0,0,0,53,0,0,0,0
5742,82,0,0,0,0,62,0,0,0,0
5743,81,0,0,0,0,53,0,0,0,0
5744,77,0,0,0,0,53,55,58,0,0
5745,74,0,0,0,0,53,55,58,0,0
5746,69,70,0,0,0,60,0,0,0,0
5747,75,0,0,0,0,57,0,0,0,0
5748,71,0,0,0,0,65,67,0,0,0
5749,72,0,0,0,0,64,67,0,0,0
5750,74,0,0,0,0,62,65,67,0,0
5751,79,0,0,0,0,53,57,0,0,0
5752,77,0,0,0,0,55,59,0,0,0
5753,72,0,0,0,0,48,55,60,0,0
5754,72,0,0,0,0,48,53,60,0,0
5755,72,0,0,0,0,48,52,60,0,0
5756,88,0,0,0,0,48,50,60,0,0
5757,81,0,0,0,0,48,60,0,0,0
5758,76,0,0,0,0,48,60,0,0,0
5759,83,0,0,0,0,36,43,48,0,0
5760,76,0,0,0,0,36,43,48,0,0
5761,84,0,0,0,0,36,41,48,0,0
5762,86,0,0,0,0,36,40,48,0,0
5763,88,0,0,0,0,36,38,48,0,0
5764,84,0,0,0,0,33,45,0,0,0
5765,77,0,0,0,0,45,48,0,0,0
5766,77,0,0,0,0,43,48,0,0,0
5767,74,0,0,0,0,41,48,0,0,0
5768,71,0,0,0,0,40,48,0,0,0
5769,81,0,0,0,0,40,48,0,0,0
5770,83,0,0,0,0,38,48,0,0,0
5771,64,70,72,0,0,52,58,60,0,0
5772,65,69,72,0,0,53,57,60,0,0
5773,64,67,70,72,0,52,55,58,60,0
5774,60,65,69,72,0,53,0,0,0,0
5775,65,77,0,0,0,60,0,0,0,0
5776,64,76,0,0,0,53,0,0,0,0
5777,62,74,0,0,0,62,0,0,0,0
5778,70,82,0,0,0,62,0,0,0,0
5779,67,79,0,0,0,55,64,0,0,0
5780,65,77,0,0,0,58,0,0,0,0
5781,64,76,0,0,0,64,0,0,0,0
5782,62,74,0,0,0,50,53,55,58,0
5783,60,72,0,0,0,60,64,0,0,0
5784,59,70,0,0,0,53,0,0,0,0
5785,57,69,0,0,0,60,0,0,0,0
5786,60,64,69,72,0,53,0,0,0,0
5787,60,64,69,72,0,55,0,0,0,0
5788,64,67,72,76,0,48,0,0,0,0
5789,60,72,0,0,0,55,0,0,0,0
5790,71,0,0,0,0,59,65,67,0,0
5791,74,0,0,0,0,53,62,65,67,0
5792,76,0,0,0,0,52,64,0,0,0
5793,69,81,0,0,0,53,57,0,0,0
5794,62,74,0,0,0,50,55,59,0,0
5795,72,0,0,0,0,60,64,67,0,0
5796,76,0,0,0,0,64,67,0,0,0
5797,72,84,0,0,0,52,64,0,0,0
5798,67,79,0,0,0,57,0,0,0,0
5799,64,76,0,0,0,52,56,59,0,0
5800,65,77,0,0,0,52,56,59,0,0
5801,63,75,0,0,0,43,52,0,0,0
5802,64,76,0,0,0,47,51,0,0,0
5803,64,76,0,0,0,51,0,0,0,0
5804,67,0,0,0,0,57,0,0,0,0
5805,72,84,0,0,0,47,0,0,0,0
5806,59,71,0,0,0,48,0,0,0,0
5807,88,0,0,0,0,52,64,0,0,0
5808,84,0,0,0,0,50,62,0,0,0
5809,83,0,0,0,0,48,60,0,0,0
5810,76,0,0,0,0,41,53,0,0,0
5811,67,0,0,0,0,33,45,0,0,0
5812,65,0,0,0,0,31,43,0,0,0
5813,64,0,0,0,0,29,41,0,0,0
5814,62,0,0,0,0,28,40,0,0,0
5815,60,0,0,0,0,26,0,0,0,0
5816,59,0,0,0,0,24,36,0,0,0
5817,57,0,0,0,0,23,35,0,0,0
5818,53,0,0,0,0,31,41,0,0,0
5819,52,0,0,0,0,29,40,0,0,0
5820,50,0,0,0,0,28,38,0,0,0
5821,48,0,0,0,0,26,36,0,0,0
5822,47,0,0,0,0,24,35,0,0,0
5823,47,0,0,0,0,35,0,0,0,0
5824,64,67,69,70,73,45,0,0,0,0
5825,65,69,74,0,0,45,0,0,0,0
5826,69,73,76,0,0,45,0,0,0,0
5827,69,74,77,0,0,45,0,0,0,0
5828,68,69,74,77,0,45,0,0,0,0
5829,68,69,77,0,0,45,0,0,0,0
5830,69,72,76,0,0,45,0,0,0,0
5831,62,65,69,74,0,45,0,0,0,0
5832,62,64,69,72,0,33,0,0,0,0
5833,62,69,71,74,0,38,0,0,0,0
5834,60,63,66,69,0,45,0,0,0,0
5835,60,63,69,0,0,33,0,0,0,0
5836,60,64,69,0,0,40,0,0,0,0
5837,64,69,72,0,0,33,0,0,0,0
5838,62,64,68,71,0,44,0,0,0,0
5839,57,60,69,0,0,33,45,0,0,0
5840,64,67,69,70,73,33,0,0,0,0
5841,65,69,74,0,0,33,0,0,0,0
5842,69,73,76,0,0,33,0,0,0,0
5843,69,74,77,0,0,33,0,0,0,0
5844,70,74,77,0,0,34,0,0,0,0
5845,67,70,75,0,0,34,0,0,0,0
5846,65,70,74,0,0,34,0,0,0,0
5847,63,70,72,0,0,34,0,0,0,0
5848,62,65,69,70,0,34,0,0,0,0
5849,62,66,67,71,0,35,0,0,0,0
5850,60,64,69,72,0,36,48,0,0,0
5851,91,0,0,0,0,55,0,0,0,0
5852,95,0,0,0,0,59,0,0,0,0
5853,98,0,0,0,0,62,0,0,0,0
5854,98,0,0,0,0,65,0,0,0,0
5855,95,0,0,0,0,62,0,0,0,0
5856,91,0,0,0,0,46,58,0,0,0
5857,63,0,0,0,0,46,58,0,0,0
5858,69,72,76,0,0,33,0,0,0,0
5859,74,77,81,86,0,45,0,0,0,0
5860,74,76,81,84,0,33,0,0,0,0
5861,74,81,83,86,0,38,0,0,0,0
5862,72,75,78,81,0,45,0,0,0,0
5863,72,75,81,0,0,33,0,0,0,0
5864,76,81,84,0,0,33,0,0,0,0
5865,76,81,84,0,0,0,0,0,0,0
5866,76,81,84,0,0,40,0,0,0,0
5867,74,76,80,83,0,44,0,0,0,0
5868,69,72,81,0,0,33,45,0,0,0
5869,76,79,81,82,85,33,0,0,0,0
5870,77,81,86,0,0,33,0,0,0,0
5871,77,81,86,0,0,45,0,0,0,0
5872,81,85,88,0,0,33,0,0,0,0
5873,81,86,89,0,0,33,0,0,0,0
5874,82,86,89,0,0,34,0,0,0,0
5875,79,82,87,0,0,34,0,0,0,0
5876,79,82,87,0,0,46,0,0,0,0
5877,77,82,86,0,0,34,0,0,0,0
5878,75,82,84,0,0,34,0,0,0,0
5879,74,77,82,0,0,34,0,0,0,0
5880,74,77,81,82,0,34,0,0,0,0
5881,74,78,79,83,0,35,0,0,0,0
5882,72,76,81,84,0,36,48,0,0,0
5883,76,83,0,0,0,52,56,59,0,0
5884,83,0,0,0,0,59,0,0,0,0
5885,93,0,0,0,0,57,0,0,0,0
5886,96,0,0,0,0,60,0,0,0,0
5887,100,0,0,0,0,64,0,0,0,0
5888,95,0,0,0,0,57,0,0,0,0
5889,96,0,0,0,0,48,0,0,0,0
5890,100,0,0,0,0,52,0,0,0,0
5891,101,0,0,0,0,0,0,0,0,0
5892,103,0,0,0,0,55,0,0,0,0
5893,105,0,0,0,0,0,0,0,0,0
5894,107,0,0,0,0,59,0,0,0,0
5895,108,0,0,0,0,0,0,0,0,0
5896,107,0,0,0,0,62,0,0,0,0
5897,107,0,0,0,0,65,0,0,0,0
5898,103,0,0,0,0,46,58,0,0,0
5899,90,0,0,0,0,46,58,0,0,0
5900,78,0,0,0,0,46,58,0,0,0
5901,75,0,0,0,0,40,52,0,0,0
5902,76,0,0,0,0,47,51,0,0,0
5903,75,0,0,0,0,52,55,0,0,0
5904,76,0,0,0,0,51,0,0,0,0
5905,63,75,0,0,0,40,52,0,0,0
5906,63,75,0,0,0,52,55,0,0,0
5907,71,83,0,0,0,56,0,0,0,0
5908,64,0,0,0,0,56,0,0,0,0
5909,45,48,52,57,0,0,0,0,0,0
5910,45,48,52,57,0,33,36,41,45,0
5911,72,0,0,0,0,58,0,0,0,0
5912,66,0,0,0,0,50,0,0,0,0
5913,60,65,68,0,0,44,51,0,0,0
5914,62,67,70,0,0,46,56,0,0,0
5915,67,72,75,0,0,51,61,0,0,0
5916,69,74,77,0,0,53,63,0,0,0
5917,74,79,82,0,0,58,68,0,0,0
5918,63,73,79,84,87,0,0,0,0,0
5919,60,65,68,0,0,44,0,0,0,0
5920,68,72,75,77,0,51,56,60,0,0
5921,60,65,68,0,0,39,0,0,0,0
5922,60,65,68,0,0,0,0,0,0,0
5923,68,72,75,77,0,0,0,0,0,0
5924,62,67,70,0,0,46,0,0,0,0
5925,68,72,74,79,0,56,58,62,0,0
5926,62,67,70,0,0,41,0,0,0,0
5927,65,0,0,0,0,56,58,62,0,0
5928,68,72,74,79,0,0,0,0,0,0
5929,77,0,0,0,0,51,55,61,0,0
5930,61,67,72,0,0,39,0,0,0,0
5931,56,61,65,0,0,51,0,0,0,0
5932,55,63,0,0,0,0,0,0,0,0
5933,61,65,72,0,0,46,0,0,0,0
5934,61,66,72,0,0,0,0,0,0,0
5935,61,67,72,0,0,0,0,0,0,0
5936,62,0,0,0,0,51,55,0,0,0
5937,77,0,0,0,0,51,56,60,0,0
5938,63,68,73,0,0,39,0,0,0,0
5939,60,63,70,0,0,51,0,0,0,0
5940,62,65,72,0,0,34,46,0,0,0
5941,62,66,72,0,0,0,0,0,0,0
5942,61,67,75,0,0,0,0,0,0,0
5943,61,67,75,0,0,39,51,0,0,0
5944,60,65,68,0,0,44,56,0,0,0
5945,63,67,75,0,0,39,0,0,0,0
5946,62,66,0,0,0,51,0,0,0,0
5947,68,72,75,80,0,44,51,60,0,0
5948,70,73,79,0,0,36,48,0,0,0
5949,64,70,73,0,0,48,52,58,0,0
5950,61,64,70,0,0,36,0,0,0,0
5951,58,61,67,0,0,48,52,0,0,0
5952,68,73,77,0,0,41,0,0,0,0
5953,65,68,73,0,0,53,56,0,0,0
5954,61,65,68,0,0,36,0,0,0,0
5955,56,61,65,0,0,48,53,0,0,0
5956,69,73,77,0,0,41,0,0,0,0
5957,63,69,73,0,0,53,57,0,0,0
5958,61,63,69,0,0,41,0,0,0,0
5959,57,61,65,0,0,53,0,0,0,0
5960,56,61,65,0,0,49,0,0,0,0
5961,60,0,0,0,0,50,0,0,0,0
5962,58,63,67,0,0,51,0,0,0,0
5963,62,0,0,0,0,52,0,0,0,0
5964,61,66,70,0,0,54,0,0,0,0
5965,63,68,72,0,0,56,0,0,0,0
5966,65,67,73,0,0,58,0,0,0,0
5967,70,0,0,0,0,61,0,0,0,0
5968,65,67,72,0,0,60,0,0,0,0
5969,65,67,70,0,0,61,0,0,0,0
5970,64,67,73,0,0,58,0,0,0,0
5971,61,64,70,0,0,0,0,0,0,0
5972,58,61,67,0,0,48,0,0,0,0
5973,61,0,0,0,0,52,58,0,0,0
5974,56,60,65,0,0,41,53,0,0,0
5975,78,82,87,0,0,73,0,0,0,0
5976,80,0,0,0,0,72,0,0,0,0
5977,72,77,80,0,0,68,0,0,0,0
5978,75,0,0,0,0,66,0,0,0,0
5979,66,70,75,0,0,61,0,0,0,0
5980,68,0,0,0,0,60,0,0,0,0
5981,68,75,0,0,0,56,61,65,0,0
5982,68,75,0,0,0,32,44,0,0,0
5983,68,77,80,0,0,56,61,65,0,0
5984,68,75,0,0,0,37,49,0,0,0
5985,68,77,80,0,0,32,44,0,0,0
5986,67,77,79,0,0,46,0,0,0,0
5987,67,77,79,0,0,51,55,61,0,0
5988,67,75,0,0,0,46,0,0,0,0
5989,67,77,79,0,0,39,0,0,0,0
5990,66,72,0,0,0,44,56,0,0,0
5991,66,73,0,0,0,46,58,0,0,0
5992,66,74,0,0,0,47,59,0,0,0
5993,66,75,0,0,0,48,60,0,0,0
5994,74,78,82,0,0,70,0,0,0,0
5995,77,0,0,0,0,68,0,0,0,0
5996,68,72,77,0,0,63,0,0,0,0
5997,62,66,70,0,0,58,0,0,0,0
5998,56,60,65,0,0,51,0,0,0,0
5999,58,0,0,0,0,50,0,0,0,0
6000,61,67,0,0,0,39,51,0,0,0
6001,61,68,0,0,0,41,53,0,0,0
6002,61,69,0,0,0,42,54,0,0,0
6003,61,70,0,0,0,43,55,0,0,0
6004,60,65,68,0,0,56,0,0,0,0
6005,63,0,0,0,0,54,0,0,0,0
6006,67,73,77,0,0,39,0,0,0,0
6007,61,66,70,0,0,32,44,0,0,0
6008,61,65,73,0,0,37,49,0,0,0
6009,56,62,68,0,0,40,47,0,0,0
6010,55,61,67,0,0,39,46,0,0,0
6011,54,60,66,0,0,38,45,0,0,0
6012,53,61,65,0,0,37,44,0,0,0
6013,56,63,72,80,84,0,0,0,0,0
6014,76,0,0,0,0,56,62,0,0,0
6015,74,0,0,0,0,53,60,0,0,0
6016,66,69,72,0,0,48,0,0,0,0
6017,68,71,74,0,0,50,0,0,0,0
6018,69,0,0,0,0,54,60,0,0,0
6019,67,70,76,0,0,52,0,0,0,0
6020,65,68,74,0,0,59,0,0,0,0
6021,59,60,62,0,0,50,56,0,0,0
6022,0,0,0,0,0,50,56,0,0,0
6023,76,0,0,0,0,54,60,0,0,0
6024,64,0,0,0,0,50,0,0,0,0
6025,74,0,0,0,0,57,62,0,0,0
6026,72,84,0,0,0,60,64,67,0,0
6027,77,0,0,0,0,60,65,68,0,0
6028,74,86,0,0,0,60,65,68,0,0
6029,72,84,0,0,0,60,65,68,0,0
6030,65,0,0,0,0,48,53,56,0,0
6031,62,74,0,0,0,46,58,0,0,0
6032,63,75,0,0,0,44,56,0,0,0
6033,68,80,0,0,0,37,49,0,0,0
6034,72,76,79,84,0,40,52,0,0,0
6035,58,64,67,0,0,52,0,0,0,0
6036,64,67,70,0,0,58,0,0,0,0
6037,70,76,79,0,0,64,0,0,0,0
6038,78,0,0,0,0,64,0,0,0,0
6039,74,86,0,0,0,66,0,0,0,0
6040,72,84,0,0,0,60,0,0,0,0
6041,66,0,0,0,0,38,50,0,0,0
6042,64,68,74,0,0,40,52,0,0,0
6043,65,69,74,0,0,45,57,0,0,0
6044,67,70,72,76,0,43,55,0,0,0
6045,68,74,77,0,0,41,53,0,0,0
6046,68,80,0,0,0,38,50,0,0,0
6047,69,72,74,81,0,36,0,0,0,0
6048,69,72,74,81,0,36,48,0,0,0
6049,69,72,0,0,0,57,60,65,0,0
6050,74,77,0,0,0,41,50,0,0,0
6051,80,84,0,0,0,53,56,62,0,0
6052,72,84,0,0,0,48,57,0,0,0
6053,72,84,0,0,0,45,0,0,0,0
6054,74,0,0,0,0,45,60,0,0,0
6055,69,81,0,0,0,41,0,0,0,0
6056,67,68,74,0,0,41,48,57,0,0
6057,69,72,0,0,0,38,0,0,0,0
6058,69,72,0,0,0,38,45,54,0,0
6059,69,81,0,0,0,50,54,57,60,0
6060,70,82,0,0,0,42,0,0,0,0
6061,72,78,81,84,0,42,50,57,0,0
6062,71,83,0,0,0,43,50,59,0,0
6063,86,0,0,0,0,55,59,62,65,0
6064,79,83,91,0,0,41,0,0,0,0
6065,79,83,91,0,0,41,59,0,0,0
6066,79,0,0,0,0,40,48,55,0,0
6067,72,76,79,82,84,36,48,0,0,0
6068,64,67,74,0,0,39,51,0,0,0
6069,72,0,0,0,0,40,52,0,0,0
6070,67,72,75,79,0,39,51,0,0,0
6071,68,72,75,80,0,36,48,0,0,0
6072,75,0,0,0,0,32,0,0,0,0
6073,70,75,82,0,0,32,44,0,0,0
6074,68,73,0,0,0,53,56,61,0,0
6075,72,76,0,0,0,41,0,0,0,0
6076,73,77,0,0,0,41,49,56,0,0
6077,77,80,0,0,0,53,56,61,0,0
6078,76,0,0,0,0,40,47,56,0,0
6079,73,85,0,0,0,56,59,64,0,0
6080,71,83,0,0,0,35,47,0,0,0
6081,75,0,0,0,0,39,46,55,0,0
6082,74,0,0,0,0,38,45,54,0,0
6083,74,78,83,0,0,50,54,57,60,0
6084,73,80,0,0,0,37,49,0,0,0
6085,69,72,77,0,0,41,48,53,0,0
6086,67,68,74,0,0,0,0,0,0,0
6087,60,0,0,0,0,48,52,55,0,0
6088,70,0,0,0,0,51,55,58,0,0
6089,72,0,0,0,0,48,52,58,0,0
6090,79,84,0,0,0,57,60,65,0,0
6091,76,81,0,0,0,34,46,0,0,0
6092,74,77,0,0,0,53,56,58,62,0
6093,69,72,0,0,0,41,48,0,0,0
6094,62,65,0,0,0,41,50,0,0,0
6095,61,67,0,0,0,49,0,0,0,0
6096,60,69,0,0,0,41,48,0,0,0
6097,69,77,0,0,0,53,57,60,0,0
6098,74,79,82,0,0,43,50,58,0,0
6099,76,79,84,0,0,48,55,58,0,0
6100,70,74,77,0,0,46,53,56,0,0
6101,72,75,80,0,0,44,51,54,0,0
6102,67,71,74,0,0,43,50,53,0,0
6103,70,73,77,0,0,37,49,0,0,0
6104,64,70,72,76,0,36,43,52,0,0
6105,79,0,0,0,0,37,0,0,0,0
6106,73,77,0,0,0,37,44,53,0,0
6107,65,71,75,0,0,53,56,59,61,0
6108,65,71,75,0,0,44,56,0,0,0
6109,65,71,73,0,0,0,0,0,0,0
6110,66,70,0,0,0,42,54,0,0,0
6111,66,70,75,0,0,39,51,0,0,0
6112,67,71,74,0,0,38,50,0,0,0
6113,69,75,81,0,0,41,48,57,0,0
6114,79,84,0,0,0,53,57,63,0,0
6115,75,79,0,0,0,48,60,0,0,0
6116,73,77,0,0,0,41,53,0,0,0
6117,70,74,77,0,0,46,53,0,0,0
6118,73,81,0,0,0,45,52,0,0,0
6119,73,79,0,0,0,37,49,0,0,0
6120,68,74,0,0,0,47,53,56,0,0
6121,69,72,0,0,0,48,53,57,0,0
6122,67,70,0,0,0,49,55,58,0,0
6123,65,69,0,0,0,48,53,57,0,0
6124,59,65,67,0,0,43,50,53,0,0
6125,65,71,76,0,0,50,53,55,59,0
6126,74,0,0,0,0,36,0,0,0,0
6127,64,70,72,0,0,36,43,52,0,0
6128,69,72,77,0,0,41,0,0,0,0
6129,69,72,77,0,0,41,48,57,0,0
6130,60,62,64,65,0,0,0,0,0,0
6131,69,72,77,0,0,53,57,60,65,0
6132,68,69,72,0,0,36,48,0,0,0
6133,65,69,72,77,79,41,53,0,0,0
6134,70,79,0,0,0,55,0,0,0,0
6135,74,0,0,0,0,55,57,61,64,0
6136,73,74,76,0,0,0,0,0,0,0
6137,72,74,75,0,0,53,57,60,64,0
6138,71,72,74,75,0,53,56,59,64,0
6139,69,70,71,0,0,52,55,59,62,0
6140,70,0,0,0,0,52,55,58,61,0
6141,79,0,0,0,0,60,64,0,0,0
6142,72,0,0,0,0,62,64,0,0,0
6143,71,80,0,0,0,56,0,0,0,0
6144,71,81,0,0,0,59,0,0,0,0
6145,80,0,0,0,0,62,64,0,0,0
6146,76,0,0,0,0,59,0,0,0,0
6147,71,76,83,0,0,55,57,61,64,0
6148,72,74,75,0,0,54,57,60,64,0
6149,79,0,0,0,0,54,57,60,64,0
6150,76,77,78,0,0,53,57,59,64,0
6151,83,0,0,0,0,53,57,59,64,0
6152,79,81,83,0,0,52,55,59,62,0
6153,0,0,0,0,0,52,55,59,62,0
6154,76,79,86,0,0,52,55,59,62,0
6155,74,79,84,0,0,48,55,58,0,0
6156,72,75,80,0,0,44,0,0,0,0
6157,72,79,0,0,0,58,0,0,0,0
6158,80,0,0,0,0,51,0,0,0,0
6159,68,74,82,0,0,46,0,0,0,0
6160,68,74,79,0,0,58,0,0,0,0
6161,68,74,82,0,0,60,0,0,0,0
6162,67,70,74,77,0,51,0,0,0,0
6163,67,74,0,0,0,62,0,0,0,0
6164,70,0,0,0,0,60,0,0,0,0
6165,64,67,70,74,0,48,0,0,0,0
6166,67,72,0,0,0,60,0,0,0,0
6167,60,63,68,0,0,41,0,0,0,0
6168,67,0,0,0,0,56,0,0,0,0
6169,68,0,0,0,0,48,0,0,0,0
6170,61,63,67,71,0,37,0,0,0,0
6171,61,67,72,0,0,39,51,0,0,0
6172,72,75,80,0,0,41,0,0,0,0
6173,80,0,0,0,0,48,0,0,0,0
6174,67,74,0,0,0,60,0,0,0,0
6175,59,61,63,67,0,37,0,0,0,0
6176,65,66,67,0,0,0,0,0,0,0
6177,59,61,63,67,0,43,0,0,0,0
6178,79,0,0,0,0,48,50,52,55,0
6179,74,0,0,0,0,47,50,55,0,0
6180,79,0,0,0,0,46,50,55,0,0
6181,74,0,0,0,0,45,49,53,0,0
6182,72,74,75,0,0,42,45,48,52,0
6183,71,72,74,75,0,41,44,47,52,0
6184,77,80,84,0,0,0,0,0,0,0
6185,0,0,0,0,0,48,52,55,67,0
6186,74,0,0,0,0,55,57,64,0,0
6187,72,0,0,0,0,54,57,60,64,0
6188,71,0,0,0,0,53,56,59,64,0
6189,70,0,0,0,0,52,54,58,61,0
6190,77,78,79,0,0,53,0,0,0,0
6191,71,76,83,0,0,55,57,64,0,0
6192,76,0,0,0,0,53,57,59,64,0
6193,79,0,0,0,0,52,55,59,62,0
6194,74,79,84,0,0,48,51,55,58,0
6195,68,74,79,82,0,46,0,0,0,0
6196,79,0,0,0,0,58,0,0,0,0
6197,82,0,0,0,0,60,0,0,0,0
6198,64,67,74,0,0,48,0,0,0,0
6199,61,63,67,69,71,37,0,0,0,0
6200,67,70,74,0,0,60,0,0,0,0
6201,67,70,0,0,0,62,0,0,0,0
6202,60,67,0,0,0,56,0,0,0,0
6203,55,58,0,0,0,51,0,0,0,0
6204,53,54,55,0,0,0,0,0,0,0
6205,74,0,0,0,0,45,48,55,0,0
6206,70,79,0,0,0,50,55,0,0,0
6207,74,0,0,0,0,45,49,51,53,0
6208,72,0,0,0,0,42,45,48,52,0
6209,71,0,0,0,0,41,44,47,52,0
6210,74,0,0,0,0,44,0,0,0,0
6211,101,108,0,0,0,0,0,0,0,0
6212,55,0,0,0,0,52,0,0,0,0
6213,56,0,0,0,0,53,0,0,0,0
6214,55,64,0,0,0,48,0,0,0,0
6215,55,64,0,0,0,48,52,0,0,0
6216,74,77,0,0,0,53,57,62,0,0
6217,77,81,0,0,0,41,53,0,0,0
6218,68,71,76,0,0,40,52,0,0,0
6219,64,68,71,76,0,40,52,0,0,0
6220,68,76,0,0,0,47,0,0,0,0
6221,68,72,0,0,0,52,56,59,62,0
6222,71,74,0,0,0,40,0,0,0,0
6223,68,71,0,0,0,52,56,59,62,0
6224,64,69,72,76,0,45,0,0,0,0
6225,62,71,0,0,0,52,57,0,0,0
6226,64,72,0,0,0,45,0,0,0,0
6227,60,69,0,0,0,52,57,0,0,0
6228,69,72,0,0,0,52,56,62,0,0
6229,68,71,0,0,0,52,56,62,0,0
6230,64,69,72,76,0,45,57,0,0,0
6231,69,72,76,0,0,40,52,0,0,0
6232,69,72,0,0,0,52,57,60,0,0
6233,73,81,0,0,0,52,0,0,0,0
6234,74,77,0,0,0,55,57,61,0,0
6235,76,79,0,0,0,45,0,0,0,0
6236,73,76,0,0,0,55,57,61,0,0
6237,69,74,77,81,0,50,0,0,0,0
6238,67,76,0,0,0,53,57,62,0,0
6239,69,77,0,0,0,45,0,0,0,0
6240,65,74,0,0,0,53,57,62,0,0
6241,66,71,0,0,0,62,0,0,0,0
6242,66,72,0,0,0,64,0,0,0,0
6243,66,76,0,0,0,50,60,0,0,0
6244,65,69,0,0,0,60,0,0,0,0
6245,65,67,0,0,0,59,0,0,0,0
6246,71,74,0,0,0,52,57,60,0,0
6247,69,72,76,0,0,45,57,0,0,0
6248,66,74,0,0,0,50,60,0,0,0
6249,69,74,77,0,0,38,50,0,0,0
6250,69,74,77,0,0,53,57,62,0,0
6251,62,65,71,0,0,43,55,0,0,0
6252,72,76,79,0,0,48,0,0,0,0
6253,65,74,0,0,0,52,55,0,0,0
6254,66,76,0,0,0,45,0,0,0,0
6255,66,76,0,0,0,50,54,57,60,0
6256,66,76,0,0,0,38,0,0,0,0
6257,66,72,0,0,0,50,54,57,60,0
6258,65,76,0,0,0,50,0,0,0,0
6259,65,76,0,0,0,53,55,59,0,0
6260,65,76,0,0,0,43,0,0,0,0
6261,74,0,0,0,0,53,55,59,0,0
6262,67,76,0,0,0,55,0,0,0,0
6263,65,67,0,0,0,55,0,0,0,0
6264,72,76,79,0,0,52,64,0,0,0
6265,73,79,0,0,0,51,63,0,0,0
6266,74,83,0,0,0,50,62,0,0,0
6267,74,83,0,0,0,47,59,0,0,0
6268,74,83,0,0,0,43,55,0,0,0
6269,71,74,0,0,0,38,50,0,0,0
6270,67,73,76,0,0,40,52,0,0,0
6271,67,73,75,0,0,0,0,0,0,0
6272,67,73,76,0,0,55,57,61,0,0
6273,73,79,83,0,0,0,0,0,0,0
6274,72,74,0,0,0,38,50,0,0,0
6275,74,78,83,0,0,38,50,0,0,0
6276,72,78,81,0,0,38,50,0,0,0
6277,74,79,83,0,0,43,55,0,0,0
6278,72,78,81,0,0,51,63,0,0,0
6279,71,77,79,0,0,50,62,0,0,0
6280,69,79,0,0,0,41,53,0,0,0
6281,69,77,81,0,0,53,57,62,0,0
6282,63,69,72,77,0,0,0,0,0,0
6283,62,68,71,76,0,0,0,0,0,0
6284,60,66,69,74,0,0,0,0,0,0
6285,59,65,68,73,0,0,0,0,0,0
6286,72,74,0,0,0,45,57,0,0,0
6287,71,74,0,0,0,44,56,0,0,0
6288,70,74,0,0,0,43,55,0,0,0
6289,70,79,0,0,0,55,58,60,64,0
6290,70,72,0,0,0,55,58,60,64,0
6291,66,72,74,0,0,45,57,0,0,0
6292,66,72,75,0,0,38,50,0,0,0
6293,71,73,0,0,0,38,50,0,0,0
6294,71,79,0,0,0,43,0,0,0,0
6295,71,79,0,0,0,53,55,59,0,0
6296,70,74,77,0,0,43,55,0,0,0
6297,70,74,77,0,0,0,0,0,0,0
6298,65,70,74,0,0,43,55,0,0,0
6299,62,65,70,0,0,43,55,0,0,0
6300,62,65,70,0,0,0,0,0,0,0
6301,62,65,0,0,0,34,46,0,0,0
6302,60,65,69,0,0,36,48,0,0,0
6303,70,79,0,0,0,55,58,60,0,0
6304,70,72,0,0,0,55,58,60,0,0
6305,69,72,76,0,0,57,63,64,0,0
6306,69,75,0,0,0,57,65,0,0,0
6307,64,68,71,74,0,44,56,0,0,0
6308,60,63,69,0,0,42,54,0,0,0
6309,59,65,67,0,0,37,49,0,0,0
6310,73,0,0,0,0,45,57,0,0,0
6311,74,78,82,0,0,0,0,0,0,0
6312,74,78,82,0,0,38,50,0,0,0
6313,72,78,81,0,0,50,54,60,0,0
6314,73,0,0,0,0,38,50,0,0,0
