,staff01_note01,staff01_note02,staff01_note03,staff01_note04,staff01_note05,staff02_note01,staff02_note02,staff02_note03,staff02_note04,staff02_note05
8220,65,0,0,0,0,33,0,0,0,0
8221,65,66,0,0,0,32,0,0,0,0
8222,58,0,0,0,0,31,0,0,0,0
8223,63,0,0,0,0,33,0,0,0,0
8224,79,80,84,87,0,0,0,0,0,0
8225,79,80,84,87,0,32,0,0,0,0
8226,65,66,0,0,0,0,0,0,0,0
8227,60,0,0,0,0,31,0,0,0,0
8228,65,0,0,0,0,29,0,0,0,0
8229,64,65,0,0,0,0,0,0,0,0
8230,64,65,0,0,0,35,0,0,0,0
8231,57,58,0,0,0,0,0,0,0,0
8232,54,0,0,0,0,32,0,0,0,0
8233,89,90,0,0,0,0,0,0,0,0
8234,75,79,84,0,0,31,43,0,0,0
8235,75,80,84,0,0,32,44,0,0,0
8236,75,81,84,0,0,33,45,0,0,0
8237,60,63,67,72,0,43,48,51,55,0
8238,60,63,68,72,0,44,48,51,56,0
8239,60,63,69,72,0,45,48,51,57,0
8240,0,0,0,0,0,43,51,55,0,0
8241,74,0,0,0,0,44,51,56,0,0
8242,77,0,0,0,0,45,51,57,0,0
8243,77,0,0,0,0,44,51,56,0,0
8244,70,0,0,0,0,43,51,55,0,0
8245,74,75,0,0,0,44,51,56,0,0
8246,79,81,84,87,0,0,0,0,0,0
8247,79,81,84,87,0,45,51,57,0,0
8248,0,0,0,0,0,43,48,51,55,0
8249,74,0,0,0,0,44,48,51,56,0
8250,0,0,0,0,0,45,48,51,57,0
8251,77,0,0,0,0,44,48,51,56,0
8252,72,0,0,0,0,43,51,55,0,0
8253,74,0,0,0,0,45,51,57,0,0
8254,66,0,0,0,0,45,51,57,0,0
8255,60,0,0,0,0,44,48,51,56,0
8256,65,77,0,0,0,29,0,0,0,0
8257,77,0,0,0,0,35,0,0,0,0
8258,58,67,0,0,0,0,0,0,0,0
8259,57,66,0,0,0,33,0,0,0,0
8260,56,65,0,0,0,0,0,0,0,0
8261,57,66,0,0,0,0,0,0,0,0
8262,56,65,0,0,0,32,0,0,0,0
8263,55,63,0,0,0,32,0,0,0,0
8264,51,0,0,0,0,31,43,0,0,0
8265,51,0,0,0,0,32,44,0,0,0
8266,51,0,0,0,0,33,45,0,0,0
8267,53,54,0,0,0,0,0,0,0,0
8268,53,0,0,0,0,32,44,0,0,0
8269,63,0,0,0,0,43,48,51,55,0
8270,0,0,0,0,0,44,48,51,56,0
8271,63,0,0,0,0,44,48,51,56,0
8272,63,0,0,0,0,45,48,51,57,0
8273,63,75,79,84,0,31,43,44,48,51
8274,60,63,67,72,0,31,0,0,0,0
8275,60,63,68,72,0,32,0,0,0,0
8276,60,63,69,72,0,33,0,0,0,0
8277,48,51,55,60,0,31,0,0,0,0
8278,48,51,56,60,0,32,0,0,0,0
8279,48,51,57,60,0,33,0,0,0,0
8280,70,0,0,0,0,51,0,0,0,0
8281,0,0,0,0,0,39,41,0,0,0
8282,62,65,70,0,0,44,0,0,0,0
8283,64,67,69,0,0,45,0,0,0,0
8284,60,63,67,0,0,43,0,0,0,0
8285,60,63,67,0,0,41,0,0,0,0
8286,58,60,63,69,0,0,0,0,0,0
8287,57,60,62,67,0,0,0,0,0,0
8288,57,60,62,67,0,46,0,0,0,0
8289,58,65,0,0,0,43,50,0,0,0
8290,57,62,69,0,0,43,53,0,0,0
8291,58,72,0,0,0,53,0,0,0,0
8292,60,69,0,0,0,55,0,0,0,0
8293,59,65,0,0,0,53,0,0,0,0
8294,60,0,0,0,0,45,55,0,0,0
8295,60,64,0,0,0,50,54,0,0,0
8296,58,67,0,0,0,43,0,0,0,0
8297,62,64,0,0,0,58,0,0,0,0
8298,64,0,0,0,0,53,0,0,0,0
8299,62,69,0,0,0,46,0,0,0,0
8300,61,65,0,0,0,58,0,0,0,0
8301,58,61,64,67,0,0,0,0,0,0
8302,60,63,66,69,0,43,0,0,0,0
8303,58,62,64,67,0,48,0,0,0,0
8304,55,58,64,65,0,0,0,0,0,0
8305,57,60,64,65,0,0,0,0,0,0
8306,57,60,64,65,0,41,0,0,0,0
8307,60,62,70,0,0,46,0,0,0,0
8308,62,69,0,0,0,58,0,0,0,0
8309,62,72,0,0,0,46,0,0,0,0
8310,64,69,0,0,0,41,0,0,0,0
8311,60,62,65,69,0,50,0,0,0,0
8312,58,62,65,67,0,43,0,0,0,0
8313,57,58,62,65,0,46,0,0,0,0
8314,55,58,62,64,0,48,0,0,0,0
8315,53,59,0,0,0,43,0,0,0,0
8316,52,58,0,0,0,48,0,0,0,0
8317,60,62,69,0,0,53,0,0,0,0
8318,62,65,70,0,0,56,0,0,0,0
8319,64,67,72,0,0,57,0,0,0,0
8320,60,63,69,0,0,43,0,0,0,0
8321,60,63,69,0,0,41,0,0,0,0
8322,58,60,63,67,0,0,0,0,0,0
8323,57,60,62,65,0,0,0,0,0,0
8324,57,60,62,65,0,46,0,0,0,0
8325,57,59,0,0,0,43,0,0,0,0
8326,57,65,0,0,0,41,0,0,0,0
8327,60,64,67,70,0,52,0,0,0,0
8328,64,67,0,0,0,46,0,0,0,0
8329,58,0,0,0,0,48,0,0,0,0
8330,57,67,0,0,0,50,0,0,0,0
8331,59,0,0,0,0,53,0,0,0,0
8332,62,69,0,0,0,55,0,0,0,0
8333,60,65,0,0,0,46,0,0,0,0
8334,60,65,0,0,0,48,0,0,0,0
8335,57,65,0,0,0,29,0,0,0,0
8336,64,69,72,77,89,24,0,0,0,0
8337,0,0,0,0,0,28,0,0,0,0
8338,64,69,72,0,0,43,0,0,0,0
8339,65,69,72,0,0,29,0,0,0,0
8340,65,69,72,0,0,48,0,0,0,0
8341,64,69,72,0,0,24,0,0,0,0
8342,63,69,72,0,0,29,0,0,0,0
8343,63,69,72,0,0,48,0,0,0,0
8344,84,0,0,0,0,55,57,60,64,0
8345,76,0,0,0,0,55,57,60,64,0
8346,79,0,0,0,0,55,57,60,64,0
8347,79,0,0,0,0,52,55,58,62,0
8348,0,0,0,0,0,52,55,58,62,0
8349,77,79,0,0,0,41,0,0,0,0
8350,84,0,0,0,0,57,60,63,67,0
8351,77,0,0,0,0,57,60,63,67,0
8352,81,0,0,0,0,57,60,63,67,0
8353,0,0,0,0,0,57,60,63,67,0
8354,77,78,79,0,0,43,0,0,0,0
8355,86,0,0,0,0,53,57,59,62,0
8356,79,0,0,0,0,53,57,59,62,0
8357,83,0,0,0,0,53,57,59,62,0
8358,78,82,87,0,0,0,0,0,0,0
8359,77,81,86,0,0,53,57,59,62,0
8360,76,78,84,0,0,0,0,0,0,0
8361,76,78,84,0,0,40,0,0,0,0
8362,75,78,81,84,0,0,0,0,0,0
8363,75,78,81,84,0,39,0,0,0,0
8364,0,0,0,0,0,54,57,61,62,0
8365,74,77,81,84,0,0,0,0,0,0
8366,74,77,81,84,0,38,0,0,0,0
8367,75,78,81,84,0,31,0,0,0,0
8368,75,78,81,84,0,43,0,0,0,0
8369,76,79,81,84,0,40,0,0,0,0
8370,72,76,79,81,0,0,0,0,0,0
8371,66,69,72,75,0,54,57,60,63,0
8372,65,69,72,74,0,0,0,0,0,0
8373,65,69,72,74,0,42,0,0,0,0
8374,69,0,0,0,0,53,57,60,62,0
8375,65,68,71,76,0,0,0,0,0,0
8376,66,69,72,75,0,38,0,0,0,0
8377,71,75,77,79,0,43,0,0,0,0
8378,65,69,72,74,0,38,0,0,0,0
8379,66,69,72,76,0,41,0,0,0,0
8380,71,75,77,79,0,0,0,0,0,0
8381,69,72,76,79,0,62,65,0,0,0
8382,71,75,79,0,0,61,65,0,0,0
8383,69,74,79,0,0,60,64,0,0,0
8384,66,70,75,0,0,56,60,0,0,0
8385,65,69,74,0,0,55,59,0,0,0
8386,64,69,72,0,0,48,55,0,0,0
8387,60,62,63,64,0,24,0,0,0,0
8388,72,0,0,0,0,28,0,0,0,0
8389,59,60,0,0,0,43,0,0,0,0
8390,60,64,0,0,0,29,0,0,0,0
8391,60,72,0,0,0,34,0,0,0,0
8392,60,65,0,0,0,29,0,0,0,0
8393,72,0,0,0,0,33,0,0,0,0
8394,60,72,0,0,0,39,0,0,0,0
8395,59,60,0,0,0,48,0,0,0,0
8396,60,64,0,0,0,24,0,0,0,0
8397,60,72,0,0,0,36,0,0,0,0
8398,61,62,0,0,0,43,0,0,0,0
8399,62,67,0,0,0,31,0,0,0,0
8400,74,0,0,0,0,35,0,0,0,0
8401,62,74,0,0,0,41,0,0,0,0
8402,66,70,75,0,0,50,0,0,0,0
8403,65,69,74,0,0,31,0,0,0,0
8404,64,66,72,0,0,43,0,0,0,0
8405,64,66,72,0,0,28,0,0,0,0
8406,63,66,69,72,0,40,0,0,0,0
8407,63,66,69,72,0,27,0,0,0,0
8408,62,65,69,72,0,39,0,0,0,0
8409,62,65,69,72,0,26,0,0,0,0
8410,63,66,69,72,0,38,0,0,0,0
8411,63,66,69,72,0,31,0,0,0,0
8412,84,0,0,0,0,46,0,0,0,0
8413,84,0,0,0,0,51,0,0,0,0
8414,86,0,0,0,0,47,0,0,0,0
8415,83,0,0,0,0,50,0,0,0,0
8416,86,0,0,0,0,53,0,0,0,0
8417,83,0,0,0,0,52,0,0,0,0
8418,78,82,87,0,0,62,0,0,0,0
8419,77,81,86,0,0,43,0,0,0,0
8420,76,78,84,0,0,55,0,0,0,0
8421,75,78,81,84,0,52,0,0,0,0
8422,74,77,81,84,0,51,0,0,0,0
8423,79,84,0,0,0,36,0,0,0,0
8424,77,84,0,0,0,28,0,0,0,0
8425,68,0,0,0,0,45,0,0,0,0
8426,79,84,0,0,0,41,0,0,0,0
8427,77,84,0,0,0,33,0,0,0,0
8428,67,0,0,0,0,39,0,0,0,0
8429,75,79,0,0,0,50,0,0,0,0
8430,75,79,0,0,0,36,0,0,0,0
8431,76,0,0,0,0,31,0,0,0,0
8432,77,84,0,0,0,35,0,0,0,0
8433,74,77,0,0,0,52,0,0,0,0
8434,74,77,0,0,0,38,0,0,0,0
8435,79,0,0,0,0,24,0,0,0,0
8436,77,0,0,0,0,28,0,0,0,0
8437,72,0,0,0,0,31,0,0,0,0
8438,60,0,0,0,0,46,0,0,0,0
8439,75,0,0,0,0,29,0,0,0,0
8440,74,0,0,0,0,33,0,0,0,0
8441,63,0,0,0,0,40,0,0,0,0
8442,72,74,0,0,0,40,0,0,0,0
8443,75,0,0,0,0,38,0,0,0,0
8444,65,0,0,0,0,31,0,0,0,0
8445,64,0,0,0,0,24,0,0,0,0
8446,67,72,0,0,0,28,0,0,0,0
8447,67,72,0,0,0,31,0,0,0,0
8448,67,72,0,0,0,43,0,0,0,0
8449,65,72,0,0,0,33,0,0,0,0
8450,64,67,0,0,0,36,0,0,0,0
8451,72,0,0,0,0,34,0,0,0,0
8452,65,67,0,0,0,29,0,0,0,0
8453,67,69,0,0,0,31,0,0,0,0
8454,64,69,72,0,0,36,0,0,0,0
8455,64,69,72,0,0,31,0,0,0,0
8456,65,69,72,0,0,36,0,0,0,0
8457,66,70,75,0,0,48,0,0,0,0
8458,51,0,0,0,0,39,0,0,0,0
8459,43,0,0,0,0,31,0,0,0,0
8460,39,0,0,0,0,27,0,0,0,0
8461,38,0,0,0,0,26,0,0,0,0
8462,36,0,0,0,0,24,0,0,0,0
8463,52,55,57,62,67,36,43,77,0,0
8464,67,71,79,0,0,65,0,0,0,0
8465,65,0,0,0,0,52,55,60,0,0
8466,65,67,76,0,0,0,0,0,0,0
8467,64,67,74,0,0,52,0,0,0,0
8468,65,0,0,0,0,47,59,0,0,0
8469,62,65,71,0,0,41,53,0,0,0
8470,65,67,74,0,0,38,50,0,0,0
8471,65,69,74,0,0,41,53,0,0,0
8472,67,69,73,76,0,40,52,0,0,0
8473,67,69,73,76,0,41,53,0,0,0
8474,67,72,76,0,0,55,0,0,0,0
8475,78,79,0,0,0,48,0,0,0,0
8476,72,78,83,0,0,39,51,0,0,0
8477,77,79,83,0,0,55,59,65,0,0
8478,74,79,83,0,0,43,0,0,0,0
8479,75,79,83,0,0,55,59,65,0,0
8480,76,79,84,0,0,48,0,0,0,0
8481,71,76,79,0,0,43,0,0,0,0
8482,69,76,79,0,0,55,60,64,0,0
8483,67,71,74,0,0,50,0,0,0,0
8484,74,77,79,0,0,55,59,65,0,0
8485,72,77,79,0,0,43,0,0,0,0
8486,69,76,79,0,0,48,0,0,0,0
8487,74,79,83,86,0,47,0,0,0,0
8488,71,74,79,83,0,43,0,0,0,0
8489,73,74,0,0,0,38,0,0,0,0
8490,78,79,0,0,0,43,0,0,0,0
8491,73,78,83,0,0,39,51,0,0,0
8492,82,0,0,0,0,49,0,0,0,0
8493,69,79,0,0,0,50,0,0,0,0
8494,69,79,0,0,0,41,0,0,0,0
8495,68,72,0,0,0,53,56,60,0,0
8496,65,74,0,0,0,55,62,65,0,0
8497,72,75,81,0,0,42,54,0,0,0
8498,70,81,0,0,0,55,0,0,0,0
8499,69,79,0,0,0,53,0,0,0,0
8500,66,70,75,0,0,58,60,64,0,0
8501,67,70,76,0,0,0,0,0,0,0
8502,67,70,76,0,0,48,0,0,0,0
8503,67,70,76,0,0,58,60,64,0,0
8504,70,76,79,0,0,55,0,0,0,0
8505,69,75,78,0,0,55,58,60,64,0
8506,70,77,0,0,0,58,60,64,0,0
8507,72,77,81,0,0,45,57,0,0,0
8508,68,71,76,0,0,35,47,0,0,0
8509,65,69,72,0,0,36,48,0,0,0
8510,78,81,87,0,0,42,54,0,0,0
8511,75,78,84,0,0,43,0,0,0,0
8512,82,0,0,0,0,50,55,58,0,0
8513,74,79,84,0,0,46,0,0,0,0
8514,73,77,0,0,0,49,55,58,0,0
8515,72,81,0,0,0,48,0,0,0,0
8516,70,79,0,0,0,57,60,65,0,0
8517,70,79,0,0,0,58,60,64,0,0
8518,69,72,77,0,0,53,0,0,0,0
8519,72,0,0,0,0,56,60,66,0,0
8520,71,74,79,0,0,55,59,62,67,0
8521,66,72,75,0,0,44,51,56,0,0
8522,66,72,74,0,0,44,51,56,0,0
8523,66,72,0,0,0,44,51,56,0,0
8524,78,84,86,0,0,0,0,0,0,0
8525,69,81,0,0,0,55,60,64,0,0
8526,72,76,84,0,0,45,57,0,0,0
8527,69,81,0,0,0,52,57,60,0,0
8528,66,72,76,0,0,38,50,0,0,0
8529,67,78,79,0,0,0,0,0,0,0
8530,67,78,79,0,0,55,59,62,65,0
8531,77,89,0,0,0,47,59,0,0,0
8532,74,86,0,0,0,52,56,62,0,0
8533,71,83,0,0,0,59,0,0,0,0
8534,76,87,88,0,0,0,0,0,0,0
8535,76,87,88,0,0,52,56,62,0,0
8536,76,88,0,0,0,40,52,0,0,0
8537,72,84,0,0,0,52,56,62,0,0
8538,69,72,76,81,0,40,52,0,0,0
8539,80,81,0,0,0,0,0,0,0,0
8540,80,81,0,0,0,52,57,60,0,0
8541,76,0,0,0,0,52,57,60,0,0
8542,69,78,81,0,0,38,50,0,0,0
8543,69,78,81,0,0,55,59,65,0,0
8544,69,76,79,81,0,0,0,0,0,0
8545,69,76,79,81,0,31,43,0,0,0
8546,84,96,0,0,0,48,60,0,0,0
8547,84,96,0,0,0,47,59,0,0,0
8548,81,93,0,0,0,45,57,0,0,0
8549,69,77,81,0,0,55,59,65,0,0
8550,76,79,84,96,0,0,0,0,0,0
8551,84,96,0,0,0,43,55,0,0,0
8552,84,96,0,0,0,45,57,0,0,0
8553,74,75,81,0,0,47,59,0,0,0
8554,62,63,69,0,0,43,55,0,0,0
8555,60,64,72,0,0,36,48,0,0,0
8556,67,78,79,0,0,55,59,65,0,0
8557,68,72,80,0,0,39,51,0,0,0
8558,80,91,92,0,0,0,0,0,0,0
8559,80,92,0,0,0,44,56,0,0,0
8560,75,87,0,0,0,51,56,60,0,0
8561,80,0,0,0,0,56,60,66,0,0
8562,80,92,0,0,0,39,51,0,0,0
8563,75,87,0,0,0,56,60,66,0,0
8564,66,78,0,0,0,44,56,0,0,0
8565,70,82,0,0,0,56,60,66,0,0
8566,70,82,0,0,0,56,61,65,0,0
8567,68,80,0,0,0,49,53,59,0,0
8568,80,92,0,0,0,51,56,60,0,0
8569,63,72,75,0,0,51,56,60,0,0
8570,65,72,77,0,0,44,56,0,0,0
8571,66,72,78,0,0,45,57,0,0,0
8572,67,0,0,0,0,46,58,0,0,0
8573,66,72,75,0,0,45,57,0,0,0
8574,67,71,75,0,0,47,59,0,0,0
8575,68,80,0,0,0,48,60,0,0,0
8576,68,0,0,0,0,35,47,0,0,0
8577,80,92,0,0,0,47,59,0,0,0
8578,68,80,0,0,0,40,52,0,0,0
8579,70,82,0,0,0,52,56,62,0,0
8580,59,65,0,0,0,43,50,0,0,0
8581,72,80,84,0,0,53,65,0,0,0
8582,72,80,84,0,0,48,60,0,0,0
8583,72,80,84,0,0,44,56,0,0,0
8584,72,80,84,0,0,41,53,0,0,0
8585,68,80,0,0,0,56,60,65,0,0
8586,71,77,83,0,0,61,65,0,0,0
8587,70,77,82,0,0,61,65,0,0,0
8588,68,77,80,0,0,61,65,0,0,0
8589,70,82,0,0,0,61,65,0,0,0
8590,72,76,84,0,0,60,64,0,0,0
8591,75,83,87,0,0,0,0,0,0,0
8592,75,83,87,0,0,56,68,0,0,0
8593,75,83,87,0,0,51,63,0,0,0
8594,75,83,87,0,0,47,59,0,0,0
8595,75,83,87,0,0,44,56,0,0,0
8596,71,83,0,0,0,51,56,59,0,0
8597,74,80,86,0,0,64,68,0,0,0
8598,73,80,85,0,0,64,68,0,0,0
8599,71,80,83,0,0,64,68,0,0,0
8600,73,85,0,0,0,64,68,0,0,0
8601,75,79,87,0,0,63,67,0,0,0
8602,72,0,0,0,0,52,55,0,0,0
8603,76,0,0,0,0,52,55,0,0,0
8604,73,74,75,77,78,70,73,78,0,0
8605,66,0,0,0,0,66,70,73,0,0
8606,66,0,0,0,0,54,58,61,0,0
8607,63,75,0,0,0,54,58,0,0,0
8608,64,67,72,0,0,52,55,58,0,0
8609,70,74,82,0,0,62,65,0,0,0
8610,70,74,79,0,0,62,67,0,0,0
8611,70,74,77,0,0,62,63,65,0,0
8612,70,74,79,0,0,65,66,67,0,0
8613,72,73,74,0,0,60,61,62,0,0
8614,53,56,58,0,0,34,46,0,0,0
8615,0,0,0,0,0,46,48,49,50,0
8616,0,0,0,0,0,48,50,51,53,0
8617,55,58,64,0,0,49,0,0,0,0
8618,57,60,63,65,0,48,0,0,0,0
8619,55,56,57,0,0,41,48,51,0,0
8620,58,0,0,0,0,41,50,0,0,0
8621,57,0,0,0,0,48,0,0,0,0
8622,73,0,0,0,0,52,55,61,0,0
8623,70,0,0,0,0,51,55,60,0,0
8624,72,0,0,0,0,51,53,57,60,0
8625,70,0,0,0,0,50,53,58,0,0
8626,62,70,0,0,0,50,53,58,0,0
8627,70,74,82,0,0,46,58,0,0,0
8628,64,67,0,0,0,49,0,0,0,0
8629,55,56,57,0,0,41,48,0,0,0
8630,57,0,0,0,0,41,48,0,0,0
8631,74,77,82,86,0,46,53,58,0,0
8632,73,74,78,81,86,38,45,50,0,0
8633,73,74,79,82,86,43,50,55,0,0
8634,74,78,81,86,0,38,45,50,0,0
8635,69,73,0,0,0,57,0,0,0,0
8636,70,74,0,0,0,58,0,0,0,0
8637,68,72,0,0,0,56,0,0,0,0
8638,0,0,0,0,0,45,46,54,55,0
8639,74,0,0,0,0,58,63,67,0,0
8640,66,0,0,0,0,58,60,64,0,0
8641,62,65,0,0,0,41,53,0,0,0
8642,58,64,69,0,0,37,49,0,0,0
8643,58,63,67,0,0,36,48,0,0,0
8644,57,63,65,0,0,41,53,0,0,0
8645,65,67,71,74,0,43,55,0,0,0
8646,70,74,77,0,0,41,53,0,0,0
8647,70,74,79,0,0,45,57,0,0,0
8648,74,77,80,82,0,46,58,0,0,0
8649,76,82,0,0,0,79,0,0,0,0
8650,75,82,0,0,0,78,0,0,0,0
8651,74,82,0,0,0,77,0,0,0,0
8652,77,82,0,0,0,68,0,0,0,0
8653,76,82,0,0,0,67,0,0,0,0
8654,75,82,0,0,0,66,0,0,0,0
8655,74,82,0,0,0,65,0,0,0,0
8656,65,70,0,0,0,56,0,0,0,0
8657,63,70,0,0,0,54,0,0,0,0
8658,62,70,0,0,0,53,0,0,0,0
8659,58,60,62,65,0,46,0,0,0,0
8660,67,73,0,0,0,51,0,0,0,0
8661,73,0,0,0,0,50,0,0,0,0
8662,67,73,0,0,0,52,0,0,0,0
8663,58,65,68,0,0,50,0,0,0,0
8664,60,62,64,74,77,34,48,55,0,0
8665,60,64,0,0,0,48,56,0,0,0
8666,60,62,64,0,0,48,57,0,0,0
8667,60,62,64,0,0,48,55,0,0,0
8668,60,0,0,0,0,50,53,57,0,0
8669,60,62,64,65,0,48,52,55,57,59
8670,60,65,0,0,0,46,56,0,0,0
8671,60,65,0,0,0,45,55,0,0,0
8672,57,64,0,0,0,45,54,0,0,0
8673,57,64,0,0,0,41,52,0,0,0
8674,57,62,0,0,0,42,52,0,0,0
8675,57,62,0,0,0,43,50,0,0,0
8676,55,0,0,0,0,47,50,0,0,0
8677,67,0,0,0,0,48,52,0,0,0
8678,0,0,0,0,0,50,53,0,0,0
8679,71,0,0,0,0,50,53,0,0,0
8680,72,0,0,0,0,39,46,51,0,0
8681,67,0,0,0,0,41,48,51,0,0
8682,55,58,60,79,91,43,48,52,0,0
8683,79,91,0,0,0,43,50,59,0,0
8684,79,91,0,0,0,67,71,0,0,0
8685,74,86,0,0,0,67,71,0,0,0
8686,76,88,0,0,0,67,71,0,0,0
8687,74,86,0,0,0,71,0,0,0,0
8688,76,88,0,0,0,62,67,0,0,0
8689,79,91,0,0,0,39,46,55,0,0
8690,79,91,0,0,0,51,58,67,0,0
8691,79,91,0,0,0,63,67,0,0,0
8692,75,87,0,0,0,63,67,0,0,0
8693,77,89,0,0,0,63,67,0,0,0
8694,75,87,0,0,0,67,70,0,0,0
8695,77,89,0,0,0,58,63,0,0,0
8696,52,64,0,0,0,0,0,0,0,0
8697,47,59,0,0,0,0,0,0,0,0
8698,59,0,0,0,0,31,0,0,0,0
8699,83,0,0,0,0,55,0,0,0,0
8700,91,0,0,0,0,67,0,0,0,0
8701,62,83,0,0,0,43,50,59,62,0
8702,62,0,0,0,0,51,0,0,0,0
8703,62,0,0,0,0,43,50,59,0,0
8704,64,0,0,0,0,45,52,60,0,0
8705,64,0,0,0,0,54,0,0,0,0
8706,66,0,0,0,0,50,57,60,0,0
8707,66,0,0,0,0,55,0,0,0,0
8708,74,0,0,0,0,50,57,60,0,0
8709,76,0,0,0,0,50,57,60,0,0
8710,79,83,0,0,0,55,59,62,0,0
8711,79,83,0,0,0,55,59,63,0,0
8712,79,83,0,0,0,55,59,64,0,0
8713,76,79,0,0,0,55,57,60,0,0
8714,81,84,0,0,0,55,60,64,0,0
8715,81,84,0,0,0,57,60,63,0,0
8716,81,84,0,0,0,55,59,62,0,0
8717,79,83,0,0,0,55,57,61,64,0
8718,78,81,0,0,0,55,57,61,64,0
8719,78,81,0,0,0,54,57,60,62,0
8720,78,86,0,0,0,50,57,60,0,0
8721,81,84,0,0,0,57,60,64,0,0
8722,81,84,0,0,0,57,62,66,0,0
8723,81,84,0,0,0,57,63,66,0,0
8724,83,86,0,0,0,54,57,60,62,0
8725,81,84,0,0,0,50,54,60,0,0
8726,79,0,0,0,0,71,0,0,0,0
8727,74,0,0,0,0,67,0,0,0,0
8728,84,0,0,0,0,71,0,0,0,0
8729,76,0,0,0,0,69,0,0,0,0
8730,86,0,0,0,0,66,0,0,0,0
8731,74,0,0,0,0,66,0,0,0,0
8732,81,0,0,0,0,74,0,0,0,0
8733,74,0,0,0,0,69,0,0,0,0
8734,86,0,0,0,0,71,0,0,0,0
8735,84,0,0,0,0,74,0,0,0,0
8736,78,0,0,0,0,74,0,0,0,0
8737,86,0,0,0,0,76,0,0,0,0
8738,79,0,0,0,0,67,71,0,0,0
8739,67,71,0,0,0,55,59,63,0,0
8740,67,71,0,0,0,55,59,64,0,0
8741,64,67,0,0,0,55,57,60,0,0
8742,69,72,0,0,0,55,60,64,0,0
8743,69,72,0,0,0,55,60,63,0,0
8744,69,72,0,0,0,55,59,62,0,0
8745,67,71,0,0,0,55,57,61,64,0
8746,66,69,0,0,0,55,57,61,64,0
8747,66,69,0,0,0,54,57,60,62,0
8748,62,67,71,0,0,31,43,0,0,0
8749,63,67,71,0,0,43,55,0,0,0
8750,64,67,71,0,0,31,43,0,0,0
8751,60,64,67,0,0,43,55,0,0,0
8752,62,67,71,0,0,43,55,0,0,0
8753,66,69,72,0,0,39,51,0,0,0
8754,66,69,71,0,0,0,0,0,0,0
8755,64,67,71,0,0,40,52,0,0,0
8756,62,66,72,74,0,38,50,0,0,0
8757,62,66,72,74,0,26,38,0,0,0
8758,67,72,76,79,0,38,50,0,0,0
8759,71,83,0,0,0,55,59,63,0,0
8760,71,83,0,0,0,55,59,64,0,0
8761,71,83,0,0,0,55,59,62,0,0
8762,74,86,0,0,0,55,59,62,0,0
8763,72,84,0,0,0,55,60,63,0,0
8764,72,84,0,0,0,55,59,62,0,0
8765,71,83,0,0,0,55,57,61,64,0
8766,69,81,0,0,0,54,57,61,62,0
8767,72,74,78,81,86,38,50,0,0,0
8768,74,77,82,86,0,46,58,0,0,0
8769,74,86,0,0,0,58,62,66,0,0
8770,74,86,0,0,0,58,62,67,0,0
8771,74,86,0,0,0,58,62,65,0,0
8772,77,89,0,0,0,58,62,65,0,0
8773,70,82,0,0,0,58,63,67,0,0
8774,72,84,0,0,0,58,63,67,0,0
8775,75,87,0,0,0,58,63,67,0,0
8776,75,87,0,0,0,58,63,66,0,0
8777,75,87,0,0,0,58,62,65,0,0
8778,74,86,0,0,0,58,60,64,67,0
8779,72,84,0,0,0,58,60,64,67,0
8780,72,84,0,0,0,57,60,64,65,0
8781,75,77,81,84,89,41,53,0,0,0
8782,77,80,85,89,0,49,61,0,0,0
8783,77,89,0,0,0,61,65,69,0,0
8784,77,89,0,0,0,61,65,70,0,0
8785,77,89,0,0,0,61,65,68,0,0
8786,80,92,0,0,0,61,65,68,0,0
8787,73,85,0,0,0,61,66,70,0,0
8788,75,87,0,0,0,61,66,70,0,0
8789,0,0,0,0,0,61,65,68,0,0
8790,78,90,0,0,0,61,66,70,0,0
8791,78,90,0,0,0,61,66,69,0,0
8792,78,90,0,0,0,60,66,69,0,0
8793,77,89,0,0,0,60,66,69,0,0
8794,78,80,84,87,92,44,56,0,0,0
8795,78,80,84,87,92,32,44,0,0,0
8796,82,87,90,94,0,44,56,0,0,0
8797,84,87,90,96,0,56,68,0,0,0
8798,73,85,0,0,0,49,56,65,0,0
8799,73,85,0,0,0,61,65,0,0,0
8800,68,80,0,0,0,61,65,0,0,0
8801,68,80,0,0,0,65,0,0,0,0
8802,70,82,0,0,0,56,61,0,0,0
8803,73,85,0,0,0,45,52,61,0,0
8804,73,85,0,0,0,57,64,73,0,0
8805,73,85,0,0,0,57,61,0,0,0
8806,69,81,0,0,0,57,61,0,0,0
8807,71,83,0,0,0,57,61,0,0,0
8808,69,81,0,0,0,61,0,0,0,0
8809,71,83,0,0,0,52,57,0,0,0
8810,85,89,92,97,0,49,56,65,0,0
8811,85,97,0,0,0,37,44,53,0,0
8812,65,68,73,74,77,49,55,56,57,61
8813,74,79,83,0,0,55,57,0,0,0
8814,72,76,78,83,0,50,57,0,0,0
8815,57,59,62,0,0,43,50,0,0,0
8816,60,69,0,0,0,50,55,0,0,0
8817,52,55,60,0,0,38,45,0,0,0
8818,59,62,69,0,0,47,55,0,0,0
8819,60,64,0,0,0,48,55,0,0,0
8820,59,64,0,0,0,44,52,0,0,0
8821,60,64,0,0,0,45,52,0,0,0
8822,60,64,71,0,0,48,55,0,0,0
8823,66,0,0,0,0,38,45,0,0,0
8824,60,64,66,0,0,38,45,0,0,0
